0	Time [s]	Pressure sensor 22 (NormX) [MPa]	Pressure sensor 22 (NormY) [MPa]	Pressure sensor 22 (NormZ) [MPa]	Pressure sensor 22 (ShearXY) [MPa]	Pressure sensor 22 (ShearYZ) [MPa]	Pressure sensor 22 (ShearXZ) [MPa]	Pressure sensor 22 (Equivalent (von-Mises)) [MPa]	Pressure sensor 22 (Maximum Principal) [MPa]	Pressure sensor 22 (Middle Principal) [MPa]	Pressure sensor 22 (Minimum Principal) [MPa]	Pressure sensor 22 (Intensity) [MPa] 
1	5,8333e-003	-2,5393e-004	-2,5452e-004	-2,6564e-004	6,4573e-009	-7,1837e-006	-3,7214e-006	1,8078e-005	-2,5015e-004	-2,5407e-004	-2,6987e-004	1,9718e-005 
2	1,1667e-002	-5,3495e-004	-5,362e-004	-5,596e-004	8,713e-009	-1,5177e-005	-9,0426e-006	3,8919e-005	-5,2642e-004	-5,3531e-004	-5,6902e-004	4,2594e-005 
3	2,0417e-002	-9,1829e-004	-9,2045e-004	-9,606e-004	1,1104e-008	-2,4447e-005	-1,6705e-005	6,5832e-005	-9,0415e-004	-9,1903e-004	-9,7615e-004	7,2e-005 
4	3,3542e-002	-1,4964e-003	-1,4999e-003	-1,5653e-003	1,2076e-008	-3,7917e-005	-2,7766e-005	1,0561e-004	-1,4743e-003	-1,4977e-003	-1,5896e-003	1,1535e-004 
5	5,3229e-002	-2,355e-003	-2,3606e-003	-2,4636e-003	8,5996e-009	-5,9069e-005	-4,5674e-005	1,6718e-004	-2,3196e-003	-2,3573e-003	-2,5024e-003	1,8279e-004 
6	8,276e-002	-3,6094e-003	-3,6181e-003	-3,7761e-003	-1,4056e-008	-8,8342e-005	-7,2632e-005	2,5619e-004	-3,5551e-003	-3,6131e-003	-3,8353e-003	2,8023e-004 
7	0,12706	-5,4951e-003	-5,5085e-003	-5,7492e-003	-5,5333e-008	-1,2508e-004	-1,1059e-004	3,8074e-004	-5,418e-003	-5,5014e-003	-5,8335e-003	4,155e-004 
8	0,1935	-8,2369e-003	-8,2574e-003	-8,6186e-003	-1,8065e-007	-1,8429e-004	-1,7825e-004	5,7924e-004	-8,1161e-003	-8,2472e-003	-8,7496e-003	6,3358e-004 
9	0,25995	-1,0957e-002	-1,0985e-002	-1,1466e-002	-3,4264e-007	-2,2632e-004	-2,3788e-004	7,5438e-004	-1,0806e-002	-1,0973e-002	-1,163e-002	8,2359e-004 
10	0,35962	-1,5017e-002	-1,5056e-002	-1,5717e-002	-6,9396e-007	-3,0462e-004	-3,3237e-004	1,0363e-003	-1,481e-002	-1,5039e-002	-1,5941e-002	1,1317e-003 
11	0,50912	-2,0993e-002	-2,1049e-002	-2,1976e-002	-1,3284e-006	-4,0802e-004	-4,6814e-004	1,4394e-003	-2,0711e-002	-2,1025e-002	-2,2282e-002	1,5706e-003 
12	0,67578	-2,7593e-002	-2,7669e-002	-2,8893e-002	-2,285e-006	-5,158e-004	-6,3124e-004	1,8947e-003	-2,7224e-002	-2,7639e-002	-2,9292e-002	2,0678e-003 
13	0,84245	-3,4128e-002	-3,4226e-002	-3,5744e-002	-3,4341e-006	-6,3298e-004	-7,974e-004	2,3611e-003	-3,3666e-002	-3,4188e-002	-3,6244e-002	2,5785e-003 
14	1,	-4,0262e-002	-4,0381e-002	-4,2179e-002	-4,7038e-006	-7,2608e-004	-9,6519e-004	2,7999e-003	-3,9712e-002	-4,0338e-002	-4,2772e-002	3,0596e-003 
