0	Time [s]	Pressure sensor 34 (NormX) [MPa]	Pressure sensor 34 (NormY) [MPa]	Pressure sensor 34 (NormZ) [MPa]	Pressure sensor 34 (ShearXY) [MPa]	Pressure sensor 34 (ShearYZ) [MPa]	Pressure sensor 34 (ShearXZ) [MPa]	Pressure sensor 34 (Equivalent (von-Mises)) [MPa]	Pressure sensor 34 (Maximum Principal) [MPa]	Pressure sensor 34 (Middle Principal) [MPa]	Pressure sensor 34 (Minimum Principal) [MPa]	Pressure sensor 34 (Intensity) [MPa] 
1	1,6667e-002	-1,1538e-004	-1,1549e-004	-1,201e-004	-2,0503e-008	2,4749e-005	-5,0826e-005	9,8027e-005	-6,1161e-005	-1,1548e-004	-1,7432e-004	1,1316e-004 
2	3,3333e-002	-2,3548e-004	-2,3574e-004	-2,4518e-004	-5,1846e-008	5,1686e-005	-1,0322e-004	2,0017e-004	-1,248e-004	-2,3573e-004	-3,5587e-004	2,3107e-004 
3	5,8333e-002	-4,1324e-004	-4,1372e-004	-4,304e-004	-1,2877e-007	9,2316e-005	-1,8006e-004	3,5088e-004	-2,1929e-004	-4,1372e-004	-6,2435e-004	4,0506e-004 
4	9,5833e-002	-6,7975e-004	-6,8065e-004	-7,0833e-004	-2,9451e-007	1,5259e-004	-2,9578e-004	5,7715e-004	-3,6088e-004	-6,807e-004	-1,0271e-003	6,6626e-004 
5	0,15208	-1,075e-003	-1,0767e-003	-1,121e-003	-6,4899e-007	2,4161e-004	-4,6719e-004	9,1212e-004	-5,7146e-004	-1,0769e-003	-1,6244e-003	1,0529e-003 
6	0,23646	-1,6734e-003	-1,6766e-003	-1,7469e-003	-1,4589e-006	3,8318e-004	-7,2169e-004	1,4171e-003	-8,9198e-004	-1,6771e-003	-2,5279e-003	1,6359e-003 
7	0,36302	-2,564e-003	-2,5702e-003	-2,6809e-003	-3,2584e-006	5,9654e-004	-1,1008e-003	2,1717e-003	-1,3683e-003	-2,5716e-003	-3,8753e-003	2,507e-003 
8	0,52969	-3,7338e-003	-3,7453e-003	-3,9123e-003	-6,7141e-006	8,7789e-004	-1,5986e-003	3,1636e-003	-1,9956e-003	-3,7483e-003	-5,6476e-003	3,652e-003 
9	0,69635	-4,8961e-003	-4,9142e-003	-5,1409e-003	-1,1441e-005	1,1684e-003	-2,0897e-003	4,1536e-003	-2,6183e-003	-4,9196e-003	-7,4132e-003	4,7949e-003 
10	0,86302	-6,0575e-003	-6,0837e-003	-6,3736e-003	-1,7396e-005	1,4565e-003	-2,5818e-003	5,1434e-003	-3,2425e-003	-6,0922e-003	-9,18e-003	5,9375e-003 
11	1,	-7,0075e-003	-7,0412e-003	-7,3859e-003	-2,325e-005	1,6965e-003	-2,9845e-003	5,9573e-003	-3,7523e-003	-7,053e-003	-1,0629e-002	6,8771e-003 
