0	Time [s]	Pressure sensor 3 (NormX) [MPa]	Pressure sensor 3 (NormY) [MPa]	Pressure sensor 3 (NormZ) [MPa]	Pressure sensor 3 (ShearXY) [MPa]	Pressure sensor 3 (ShearYZ) [MPa]	Pressure sensor 3 (ShearXZ) [MPa]	Pressure sensor 3 (Equivalent (von-Mises)) [MPa]	Pressure sensor 3 (Maximum Principal) [MPa]	Pressure sensor 3 (Middle Principal) [MPa]	Pressure sensor 3 (Minimum Principal) [MPa]	Pressure sensor 3 (Intensity) [MPa] 
1	1,6667e-002	3,872e-007	3,5739e-007	4,8031e-007	-1,2671e-008	2,2501e-005	5,0762e-006	3,9953e-005	2,3484e-005	3,9119e-007	-2,265e-005	4,6133e-005 
2	3,3333e-002	9,0599e-007	8,4775e-007	1,0977e-006	-2,4647e-008	4,6081e-005	1,0245e-005	8,1763e-005	4,8175e-005	9,1369e-007	-4,6237e-005	9,4412e-005 
3	5,8333e-002	1,7246e-006	1,6304e-006	2,058e-006	-4,0203e-008	8,1984e-005	1,7939e-005	1,4536e-004	8,5762e-005	1,737e-006	-8,2086e-005	1,6785e-004 
4	9,5833e-002	3,1627e-006	3,0326e-006	3,6988e-006	-5,8614e-008	1,3741e-004	2,9514e-005	2,4342e-004	1,439e-004	3,181e-006	-1,3718e-004	2,8108e-004 
5	0,15208	5,4674e-006	5,3317e-006	6,2593e-006	-7,3778e-008	2,2209e-004	4,6818e-005	3,9312e-004	2,3275e-004	5,4914e-006	-2,2118e-004	4,5394e-004 
6	0,23646	9,0752e-006	9,0496e-006	1,0123e-005	-6,7414e-008	3,5245e-004	7,2661e-005	6,2329e-004	3,6943e-004	9,1008e-006	-3,5029e-004	7,1972e-004 
7	0,36302	1,6599e-005	1,7024e-005	1,7805e-005	4,8022e-009	5,4869e-004	1,1026e-004	9,6935e-004	5,7706e-004	1,6614e-005	-5,4225e-004	1,1193e-003 
8	0,48958	2,3922e-005	2,5175e-005	2,4857e-005	1,5807e-007	7,5115e-004	1,478e-004	1,326e-003	7,9058e-004	2,3909e-005	-7,4053e-004	1,5311e-003 
9	0,65625	3,3549e-005	3,6483e-005	3,3466e-005	4,7992e-007	1,0195e-003	1,9646e-004	1,7983e-003	1,0732e-003	3,3476e-005	-1,0032e-003	2,0765e-003 
10	0,82292	4,4262e-005	4,9587e-005	4,2429e-005	9,3831e-007	1,2924e-003	2,4429e-004	2,2781e-003	1,3614e-003	4,4103e-005	-1,2692e-003	2,6306e-003 
11	0,91146	4,9168e-005	5,6056e-005	4,6048e-005	1,2334e-006	1,438e-003	2,6945e-004	2,5341e-003	1,5142e-003	4,8955e-005	-1,4119e-003	2,9261e-003 
12	1,	5,4836e-005	6,3484e-005	5,0248e-005	1,5668e-006	1,5838e-003	2,9403e-004	2,7901e-003	1,6678e-003	5,4562e-005	-1,5538e-003	3,2217e-003 
