Node Number	Normal Stress (MPa)
20484	-5,9466e-003
20490	-1,0701e-002
20496	-7,7196e-003
20497	-9,6827e-003
20498	-8,614e-003
20499	-1,1188e-002
20500	-1,5952e-002
20501	-7,6309e-003
20502	-1,2687e-002
20503	-8,8913e-003
20504	-6,8861e-003
20505	-1,43e-002
20506	-9,9152e-003
20507	-6,3593e-003
20508	-7,1728e-003
20509	-9,9009e-003
20510	-6,4723e-003
20511	-9,7411e-003
20512	-7,4121e-003
20513	-1,0304e-002
20514	-8,6854e-003
20515	-7,8401e-003
20516	-8,518e-003
20517	-5,724e-003
20518	-8,7122e-003
20519	-1,0476e-002
20520	-7,1935e-003
20521	-6,9563e-003
20522	-1,0232e-002
20523	-7,6726e-003
20524	-1,2656e-002
20525	-7,8221e-003
20526	-1,0128e-002
20527	-6,5107e-003
20528	-6,3952e-003
20529	-1,0411e-002
20530	-6,3473e-003
20531	-8,0123e-003
20532	-7,3131e-003
20533	-1,1401e-002
20534	-7,7753e-003
20535	-6,7174e-003
20536	-8,3007e-003
20537	-6,0266e-003
20538	-9,2675e-003
20539	-5,9654e-003
20540	-5,1787e-003
20541	-6,805e-003
20542	-4,8368e-003
20543	-7,0185e-003
20544	-4,807e-003
20545	-6,4131e-003
20546	-4,6282e-003
20547	-6,1696e-003
20548	-4,0199e-003
20549	-4,1811e-003
20550	-5,2173e-003
20551	-4,0468e-003
20552	-5,3738e-003
20553	-3,3508e-003
20554	-5,1469e-003
20555	-3,4318e-003
20556	-3,7197e-003
20557	-5,6846e-003
20558	-3,7371e-003
20559	-5,4909e-003
20560	-2,9271e-003
20561	-4,587e-003
20562	-4,6508e-003
20563	-6,0022e-003
20569	-3,2819e-003
20570	-2,3688e-003
20571	-2,3497e-003
20572	-3,0343e-003
20573	-2,2885e-003
20574	-2,7925e-003
20575	-9,631e-004
20576	-1,6998e-003
20577	-3,005e-003
20578	-2,1718e-003
20579	-2,1767e-003
20580	-3,1144e-003
20581	-2,4911e-003
20582	-2,4148e-003
20583	-4,0344e-003
20584	-2,2909e-003
20585	-4,9807e-003
20586	-3,2108e-003
20587	-4,3774e-003
20588	-3,5741e-003
20589	-5,7452e-003
20590	-5,8358e-003
20591	-5,869e-003
20592	-7,7682e-003
