0	Time [s]	Pressure sensor 11 (NormX) [MPa]	Pressure sensor 11 (NormY) [MPa]	Pressure sensor 11 (NormZ) [MPa]	Pressure sensor 11 (ShearXY) [MPa]	Pressure sensor 11 (ShearYZ) [MPa]	Pressure sensor 11 (ShearXZ) [MPa]	Pressure sensor 11 (Equivalent (von-Mises)) [MPa]	Pressure sensor 11 (Maximum Principal) [MPa]	Pressure sensor 11 (Middle Principal) [MPa]	Pressure sensor 11 (Minimum Principal) [MPa]	Pressure sensor 11 (Intensity) [MPa] 
1	1,6667e-002	-5,3609e-004	-5,3679e-004	-5,6149e-004	-4,1652e-007	1,8683e-004	-2,9498e-004	6,053e-004	-1,993e-004	-5,3697e-004	-8,9811e-004	6,9881e-004 
2	3,3333e-002	-1,0594e-003	-1,0612e-003	-1,1114e-003	-1,3381e-006	3,7157e-004	-5,8713e-004	1,2046e-003	-3,8974e-004	-1,0619e-003	-1,7804e-003	1,3906e-003 
3	5,8333e-002	-1,8168e-003	-1,8211e-003	-1,9106e-003	-3,5477e-006	6,3903e-004	-1,0131e-003	2,0766e-003	-6,6398e-004	-1,8231e-003	-3,0614e-003	2,3974e-003 
4	9,5833e-002	-2,9128e-003	-2,9224e-003	-3,0741e-003	-8,6082e-006	1,0289e-003	-1,6333e-003	3,3472e-003	-1,0587e-003	-2,9275e-003	-4,9231e-003	3,8643e-003 
5	0,15208	-4,5109e-003	-4,5324e-003	-4,7862e-003	-1,9996e-005	1,6016e-003	-2,5495e-003	5,2217e-003	-1,6283e-003	-4,5443e-003	-7,6568e-003	6,0285e-003 
6	0,23646	-6,8141e-003	-6,8612e-003	-7,287e-003	-4,4941e-005	2,4305e-003	-3,8871e-003	7,9537e-003	-2,4457e-003	-6,8884e-003	-1,1628e-002	9,1825e-003 
7	0,32083	-9,0133e-003	-9,0951e-003	-9,7131e-003	-7,8414e-005	3,2277e-003	-5,1832e-003	1,0598e-002	-3,222e-003	-9,1426e-003	-1,5457e-002	1,2235e-002 
8	0,4474	-1,2208e-002	-1,2359e-002	-1,3306e-002	-1,4411e-004	4,3923e-003	-7,0896e-003	1,4484e-002	-4,3525e-003	-1,2446e-002	-2,1074e-002	1,6722e-002 
9	0,61406	-1,6311e-002	-1,6582e-002	-1,8044e-002	-2,5938e-004	5,918e-003	-9,5617e-003	1,9549e-002	-5,8142e-003	-1,6739e-002	-2,8383e-002	2,2569e-002 
10	0,78073	-2,0188e-002	-2,061e-002	-2,2656e-002	-4,0126e-004	7,3555e-003	-1,1956e-002	2,4431e-002	-7,1984e-003	-2,0853e-002	-3,5404e-002	2,8205e-002 
11	0,89036	-2,2661e-002	-2,3201e-002	-2,5674e-002	-5,1022e-004	8,289e-003	-1,3513e-002	2,7613e-002	-8,0745e-003	-2,3508e-002	-3,9953e-002	3,1879e-002 
12	1,	-2,5048e-002	-2,5716e-002	-2,8641e-002	-6,2917e-004	9,2015e-003	-1,5029e-002	3,072e-002	-8,9219e-003	-2,6094e-002	-4,4388e-002	3,5466e-002 
