0	Time [s]	Pressure sensor 32 (NormX) [MPa]	Pressure sensor 32 (NormY) [MPa]	Pressure sensor 32 (NormZ) [MPa]	Pressure sensor 32 (ShearXY) [MPa]	Pressure sensor 32 (ShearYZ) [MPa]	Pressure sensor 32 (ShearXZ) [MPa]	Pressure sensor 32 (Equivalent (von-Mises)) [MPa]	Pressure sensor 32 (Maximum Principal) [MPa]	Pressure sensor 32 (Middle Principal) [MPa]	Pressure sensor 32 (Minimum Principal) [MPa]	Pressure sensor 32 (Intensity) [MPa] 
1	1,6667e-002	-1,4236e-006	-1,4327e-006	-1,4783e-006	1,7446e-009	-1,229e-005	1,8955e-006	2,1539e-005	1,098e-005	-1,4233e-006	-1,3891e-005	2,4871e-005 
2	3,3333e-002	-2,7096e-006	-2,7274e-006	-2,8138e-006	3,649e-009	-2,4919e-005	3,8848e-006	4,3682e-005	2,2449e-005	-2,7089e-006	-2,7991e-005	5,044e-005 
3	5,8333e-002	-4,5695e-006	-4,598e-006	-4,7478e-006	6,1917e-009	-4,3624e-005	6,8559e-006	7,6487e-005	3,9486e-005	-4,5683e-006	-4,8833e-005	8,832e-005 
4	9,5833e-002	-7,0963e-006	-7,138e-006	-7,3788e-006	1,0007e-008	-7,2802e-005	1,1765e-005	1,2773e-004	6,6487e-005	-7,0942e-006	-8,1006e-005	1,4749e-004 
5	0,15208	-1,0374e-005	-1,0421e-005	-1,0807e-005	1,3412e-008	-1,1492e-004	1,8578e-005	2,0162e-004	1,0579e-004	-1,0371e-005	-1,2702e-004	2,3281e-004 
6	0,23646	-1,4393e-005	-1,442e-005	-1,5044e-005	1,4889e-008	-1,7795e-004	2,9074e-005	3,1231e-004	1,6558e-004	-1,4389e-005	-1,9505e-004	3,6062e-004 
7	0,32083	-1,7838e-005	-1,7811e-005	-1,8723e-005	1,1076e-008	-2,4185e-004	3,9885e-005	4,2455e-004	2,2685e-004	-1,7834e-005	-2,6338e-004	4,9023e-004 
8	0,4474	-2,2264e-005	-2,2087e-005	-2,3543e-005	-5,9632e-009	-3,3684e-004	5,5821e-005	5,9138e-004	3,1861e-004	-2,2261e-005	-3,6425e-004	6,8286e-004 
9	0,61406	-2,7155e-005	-2,6653e-005	-2,9051e-005	-4,8733e-008	-4,6175e-004	7,6721e-005	8,1074e-004	4,4023e-004	-2,7158e-005	-4,9593e-004	9,3616e-004 
10	0,78073	-3,165e-005	-3,067e-005	-3,4315e-005	-1,1706e-007	-5,8852e-004	9,8001e-005	1,0334e-003	5,6414e-004	-3,1661e-005	-6,2912e-004	1,1933e-003 
11	0,89036	-3,4368e-005	-3,2987e-005	-3,7621e-005	-1,7612e-007	-6,7238e-004	1,121e-004	1,1807e-003	6,4637e-004	-3,4387e-005	-7,1696e-004	1,3633e-003 
12	1,	-3,5431e-005	-3,3604e-005	-3,9253e-005	-2,4048e-007	-7,5348e-004	1,2517e-004	1,323e-003	7,274e-004	-3,546e-005	-8,0023e-004	1,5276e-003 
