0	Time [s]	Pressure sensor 39 (NormX) [MPa]	Pressure sensor 39 (NormY) [MPa]	Pressure sensor 39 (NormZ) [MPa]	Pressure sensor 39 (ShearXY) [MPa]	Pressure sensor 39 (ShearYZ) [MPa]	Pressure sensor 39 (ShearXZ) [MPa]	Pressure sensor 39 (Equivalent (von-Mises)) [MPa]	Pressure sensor 39 (Maximum Principal) [MPa]	Pressure sensor 39 (Middle Principal) [MPa]	Pressure sensor 39 (Minimum Principal) [MPa]	Pressure sensor 39 (Intensity) [MPa] 
1	1,6667e-002	-9,7247e-007	-9,7162e-007	-1,0107e-006	-5,6482e-011	-3,3551e-006	2,1349e-006	6,888e-006	2,9855e-006	-9,7228e-007	-4,968e-006	7,9535e-006 
2	3,3333e-002	-1,963e-006	-1,9612e-006	-2,0405e-006	-1,9387e-010	-6,7675e-006	4,31e-006	1,3897e-005	6,0225e-006	-1,9627e-006	-1,0025e-005	1,6047e-005 
3	5,8333e-002	-3,4293e-006	-3,426e-006	-3,5651e-006	-5,3296e-010	-1,1813e-005	7,5187e-006	2,4255e-005	1,0507e-005	-3,4288e-006	-1,7499e-005	2,8007e-005 
4	9,5833e-002	-5,6752e-006	-5,6694e-006	-5,9014e-006	-1,3907e-009	-1,9512e-005	1,2476e-005	4,0115e-005	1,7375e-005	-5,6748e-006	-2,8946e-005	4,6321e-005 
5	0,15208	-8,9526e-006	-8,9424e-006	-9,3127e-006	-3,3076e-009	-3,0746e-005	1,9623e-005	6,3176e-005	2,7347e-005	-8,9527e-006	-4,5602e-005	7,2949e-005 
6	0,23646	-1,3822e-005	-1,3804e-005	-1,4385e-005	-7,6457e-009	-4,7373e-005	3,024e-005	9,7347e-005	4,2109e-005	-1,3823e-005	-7,0296e-005	1,1241e-004 
7	0,32083	-1,8723e-005	-1,8696e-005	-1,9496e-005	-1,381e-008	-6,4092e-005	4,0924e-005	1,3171e-004	5,6951e-005	-1,8728e-005	-9,5138e-005	1,5209e-004 
8	0,4474	-2,6029e-005	-2,5985e-005	-2,7124e-005	-2,6299e-008	-8,9025e-005	5,6791e-005	1,829e-004	7,9049e-005	-2,604e-005	-1,3215e-004	2,112e-004 
9	0,61406	-3,5597e-005	-3,5524e-005	-3,713e-005	-4,8614e-008	-1,2168e-004	7,7561e-005	2,4993e-004	1,0798e-004	-3,562e-005	-1,8061e-004	2,8859e-004 
10	0,78073	-4,5278e-005	-4,517e-005	-4,7275e-005	-7,812e-008	-1,5479e-004	9,8557e-005	3,1784e-004	1,373e-004	-4,5318e-005	-2,2971e-004	3,6701e-004 
11	0,89036	-5,1658e-005	-5,1524e-005	-5,3971e-005	-1,0138e-007	-1,7662e-004	1,1243e-004	3,6265e-004	1,5665e-004	-5,1711e-005	-2,6209e-004	4,1875e-004 
12	1,	-5,7854e-005	-5,7691e-005	-6,0482e-005	-1,2671e-007	-1,9779e-004	1,2575e-004	4,0597e-004	1,7533e-004	-5,7922e-005	-2,9344e-004	4,6877e-004 
