Node Number	Normal Stress (MPa)
6052	-1,7478e-003
6058	-1,2283e-003
6064	-9,088e-004
6065	-1,1173e-003
6066	-9,8489e-004
6067	-1,2266e-003
6068	-1,6891e-003
6069	-1,0426e-003
6070	-1,6299e-003
6071	-1,0483e-003
6072	-9,945e-004
6073	-2,0677e-003
6074	-1,3598e-003
6075	-1,8753e-003
6076	-8,501e-004
6077	-1,3651e-003
6078	-9,5376e-004
6079	-1,3249e-003
6080	-9,2028e-004
6081	-1,5199e-003
6082	-1,1258e-003
6083	-1,0437e-003
6084	-1,4623e-003
6085	-8,0325e-004
6086	-8,7749e-004
6087	-1,3342e-003
6088	-7,6905e-004
6089	-9,4955e-004
6090	-1,1466e-003
6091	-1,0176e-003
6092	-1,7369e-003
6093	-1,0136e-003
6094	-1,3972e-003
6095	-8,6117e-004
6096	-9,1171e-004
6097	-1,6449e-003
6098	-1,1196e-003
6099	-1,3363e-003
6100	-1,0797e-003
6101	-1,9932e-003
6102	-1,2892e-003
6103	-1,1552e-003
6104	-1,6982e-003
6105	-1,0192e-003
6106	-1,5405e-003
6107	-1,0136e-003
6108	-1,1183e-003
6109	-1,686e-003
6110	-1,1662e-003
6111	-1,5943e-003
6112	-8,1447e-004
6113	-1,4145e-003
6114	-1,1513e-003
6115	-1,4689e-003
6116	-1,1886e-003
6117	-1,1948e-003
6118	-1,5978e-003
6119	-1,0849e-003
6120	-1,6094e-003
6121	-9,3888e-004
6122	-1,575e-003
6123	-1,0965e-003
6124	-9,6106e-004
6125	-1,7181e-003
6126	-1,0926e-003
6127	-1,9492e-003
6128	-1,1063e-003
6129	-1,0254e-003
6130	-1,4361e-003
6131	-1,6733e-002
6137	-4,1971e-003
6138	-1,2039e-002
6139	-8,0828e-003
6140	-9,3604e-003
6141	-1,0527e-002
6142	-1,1667e-002
6143	-4,0131e-003
6144	-8,3492e-003
6145	-1,1803e-002
6146	-8,5969e-003
6147	-8,7827e-003
6148	-1,3187e-002
6149	-7,8354e-003
6150	-7,1552e-003
6151	-1,1019e-002
6152	-7,752e-003
6153	-1,199e-002
6154	-8,8091e-003
6155	-1,235e-002
6156	-8,3448e-003
6157	-1,2628e-002
6158	-1,0337e-002
6159	-1,1284e-002
6160	-1,5224e-002
6161	-1,1087e-002
6162	-1,1702e-002
6163	-1,7504e-002
6164	-1,3386e-002
6165	-1,4458e-002
6166	-1,7637e-002
6167	-1,3288e-002
6168	-1,2127e-002
6169	-1,6285e-002
6170	-1,1358e-002
6171	-1,9094e-002
6172	-1,758e-002
6173	-1,0831e-002
6174	-2,0469e-002
6175	-1,4856e-002
6176	-1,3482e-002
6177	-2,118e-002
6178	-1,2561e-002
6179	-1,4756e-002
6180	-1,1059e-002
6181	-1,2123e-002
6182	-1,1188e-002
6183	-1,6872e-002
6184	-1,043e-002
6185	-1,4355e-002
6186	-9,2042e-003
6187	-1,5105e-002
6188	-9,657e-003
6189	-1,3059e-002
6190	-1,0044e-002
6191	-1,106e-002
6192	-1,5521e-002
6193	-9,9083e-003
6194	-9,8762e-003
6195	-1,267e-002
6196	-7,7818e-003
6197	-8,2917e-003
6198	-1,0604e-002
6199	-7,7755e-003
6200	-1,0199e-002
6201	-6,268e-003
6202	-5,6249e-003
6203	-7,8963e-003
6204	-4,1708e-003
6205	-6,4843e-003
6206	-4,2824e-003
6207	-5,9816e-003
6208	-3,8709e-003
6209	-4,3349e-003
6210	-4,1812e-003
6211	-2,7399e-003
6212	-4,6721e-003
6213	-3,2389e-003
6214	-4,2713e-003
6215	-2,421e-003
6216	-3,5973e-003
6217	-2,1804e-003
6218	-2,2509e-003
6219	-3,2805e-003
6220	-1,7449e-003
6221	-2,4855e-003
6222	-1,4139e-003
6223	-1,4699e-003
6224	-2,268e-003
6225	-1,2926e-003
6226	-2,3355e-003
6227	-1,5822e-003
6228	-1,3724e-003
6229	-1,5508e-003
6230	-1,034e-003
6231	-9,4283e-004
6232	-1,1803e-003
6233	-9,2124e-004
6234	-1,0513e-003
6235	-6,7924e-004
6236	-9,9876e-004
6237	-6,1593e-004
6238	-8,3821e-004
6239	-5,4675e-004
6240	-5,2781e-004
6241	-8,6373e-004
6242	-6,1933e-004
6243	-5,9545e-004
6244	-8,1734e-004
6245	-5,2919e-004
6246	-3,2157e-004
6247	-4,3215e-004
6248	-7,1483e-004
6249	-1,817e-002
6255	-1,9239e-002
6256	-1,1258e-002
6257	-1,0749e-002
6258	-1,7811e-002
6259	-1,2693e-002
6260	-1,9342e-002
6261	-1,0536e-002
6262	-1,0513e-002
6263	-1,3472e-002
6264	-9,1002e-003
6265	-1,727e-002
6266	-1,1695e-002
6267	-1,2938e-002
6268	-1,4291e-002
6269	-1,0556e-002
6270	-1,1813e-002
6271	-1,871e-002
6272	-1,2388e-002
6273	-1,8353e-002
6274	-1,2894e-002
6275	-2,0597e-002
6276	-1,3573e-002
6277	-2,2494e-002
6278	-1,7935e-002
6279	-1,9247e-002
6280	-1,6794e-002
6281	-2,7853e-002
6282	-1,4839e-002
6283	-2,6458e-002
6284	-1,8752e-002
6285	-2,3351e-002
6286	-1,7773e-002
6287	-1,7245e-002
6288	-2,1028e-002
6289	-1,392e-002
6290	-2,8186e-002
6291	-1,5718e-002
6292	-2,2346e-002
6293	-1,0327e-002
6294	-1,8752e-002
6295	-1,5071e-002
6296	-1,6288e-002
6297	-1,1395e-002
6298	-2,1437e-002
6299	-1,3627e-002
6300	-1,3378e-002
6301	-1,7917e-002
6302	-8,8634e-003
6303	-1,0243e-002
6304	-1,4585e-002
6305	-7,4807e-003
6306	-1,1929e-002
6307	-7,4542e-003
6308	-8,27e-003
6309	-9,9226e-003
6310	-7,7438e-003
6311	-1,2681e-002
6312	-8,6835e-003
6313	-1,207e-002
6314	-6,3872e-003
6315	-1,0043e-002
6316	-8,3762e-003
6317	-7,9766e-003
6318	-1,1113e-002
6319	-6,5479e-003
6320	-6,6645e-003
6321	-7,9111e-003
6322	-4,0504e-004
6323	-7,6097e-004
6324	-6,5048e-004
6325	-8,134e-004
6326	-4,5557e-004
6327	-5,0228e-004
6328	-9,7882e-004
6329	-5,2008e-004
6330	-8,5267e-004
6331	-6,517e-004
6332	-6,0099e-004
6333	-9,8379e-004
6334	-6,9456e-004
6335	-7,3339e-004
6336	-1,0567e-003
6337	-7,3163e-004
6338	-1,335e-003
6339	-1,0644e-003
6340	-1,4054e-003
6341	-9,0666e-004
6342	-1,6321e-003
6343	-1,2866e-003
6344	-1,1694e-003
6345	-1,8725e-003
6346	-1,661e-003
6347	-1,825e-003
6348	-2,6989e-003
6349	-1,9199e-003
6350	-2,2502e-003
6351	-3,5259e-003
6352	-2,6136e-003
6353	-2,3719e-003
6354	-4,0781e-003
6355	-3,4247e-003
6356	-4,5404e-003
6357	-3,6433e-003
6358	-3,5954e-003
6359	-4,9444e-003
6360	-3,4706e-003
6361	-5,7303e-003
6362	-5,0853e-003
