0	Time [s]	Pressure sensor 1 (NormX) [MPa]	Pressure sensor 1 (NormY) [MPa]	Pressure sensor 1 (NormZ) [MPa]	Pressure sensor 1 (ShearXY) [MPa]	Pressure sensor 1 (ShearYZ) [MPa]	Pressure sensor 1 (ShearXZ) [MPa]	Pressure sensor 1 (Equivalent (von-Mises)) [MPa]	Pressure sensor 1 (Maximum Principal) [MPa]	Pressure sensor 1 (Middle Principal) [MPa]	Pressure sensor 1 (Minimum Principal) [MPa]	Pressure sensor 1 (Intensity) [MPa] 
1	1,6667e-002	-2,0119e-005	-2,0143e-005	-2,0762e-005	1,7716e-008	4,9046e-005	-3,52e-005	1,0457e-004	3,9914e-005	-2,0111e-005	-8,0828e-005	1,2074e-004 
2	3,3333e-002	-3,9483e-005	-3,952e-005	-4,0782e-005	1,7772e-008	9,7408e-005	-7,0372e-005	2,0814e-004	8,0017e-005	-3,9479e-005	-1,6032e-004	2,4034e-004 
3	5,8333e-002	-6,8261e-005	-6,8295e-005	-7,0619e-005	-1,2009e-008	1,689e-004	-1,2336e-004	3,6227e-004	1,3971e-004	-6,8284e-005	-2,786e-004	4,1831e-004 
4	9,5833e-002	-1,1623e-004	-1,1621e-004	-1,2058e-004	-1,2657e-007	2,8179e-004	-2,0883e-004	6,075e-004	2,324e-004	-1,1634e-004	-4,6908e-004	7,0148e-004 
5	0,15208	-1,8466e-004	-1,8448e-004	-1,9233e-004	-4,6391e-007	4,4873e-004	-3,3404e-004	9,6895e-004	3,7121e-004	-1,8504e-004	-7,4764e-004	1,1188e-003 
6	0,23646	-2,8339e-004	-2,8276e-004	-2,9689e-004	-1,3274e-006	6,9399e-004	-5,1934e-004	1,5014e-003	5,7752e-004	-2,8444e-004	-1,1561e-003	1,7337e-003 
7	0,36302	-4,2603e-004	-4,2429e-004	-4,5029e-004	-3,412e-006	1,0581e-003	-7,9467e-004	2,2921e-003	8,8738e-004	-4,2868e-004	-1,7593e-003	2,6467e-003 
8	0,52969	-6,1402e-004	-6,1005e-004	-6,567e-004	-7,6244e-006	1,5382e-003	-1,1615e-003	3,3389e-003	1,2973e-003	-6,1991e-004	-2,5581e-003	3,8554e-003 
9	0,69635	-7,9365e-004	-7,8665e-004	-8,5908e-004	-1,3478e-005	2,0126e-003	-1,5293e-003	4,3788e-003	1,7104e-003	-8,0407e-004	-3,3457e-003	5,0562e-003 
10	0,86302	-9,659e-004	-9,551e-004	-1,0582e-003	-2,0863e-005	2,4801e-003	-1,8917e-003	5,4036e-003	2,1212e-003	-9,8205e-004	-4,1183e-003	6,2395e-003 
11	1,	-1,1034e-003	-1,0888e-003	-1,2208e-003	-2,8066e-005	2,862e-003	-2,1861e-003	6,2392e-003	2,4582e-003	-1,1251e-003	-4,7462e-003	7,2044e-003 
