0	Time [s]	Pressure sensor 35 (NormX) [MPa]	Pressure sensor 35 (NormY) [MPa]	Pressure sensor 35 (NormZ) [MPa]	Pressure sensor 35 (ShearXY) [MPa]	Pressure sensor 35 (ShearYZ) [MPa]	Pressure sensor 35 (ShearXZ) [MPa]	Pressure sensor 35 (Equivalent (von-Mises)) [MPa]	Pressure sensor 35 (Maximum Principal) [MPa]	Pressure sensor 35 (Middle Principal) [MPa]	Pressure sensor 35 (Minimum Principal) [MPa]	Pressure sensor 35 (Intensity) [MPa] 
1	1,6667e-002	-2,074e-004	-2,0746e-004	-2,1714e-004	1,1187e-007	-1,5872e-005	9,4738e-005	1,6666e-004	-1,1611e-004	-2,0742e-004	-3,0847e-004	1,9236e-004 
2	3,3333e-002	-4,1209e-004	-4,1231e-004	-4,3162e-004	1,9811e-007	-2,9842e-005	1,8886e-004	3,3174e-004	-2,3044e-004	-4,1224e-004	-6,1334e-004	3,829e-004 
3	5,8333e-002	-7,1811e-004	-7,1869e-004	-7,5257e-004	3,1232e-007	-5,1189e-005	3,294e-004	5,784e-004	-4,016e-004	-7,1858e-004	-1,0692e-003	6,6759e-004 
4	9,5833e-002	-1,1692e-003	-1,1706e-003	-1,2263e-003	4,3806e-007	-8,5399e-005	5,3821e-004	9,4556e-004	-6,5216e-004	-1,1704e-003	-1,7435e-003	1,0914e-003 
5	0,15208	-1,8397e-003	-1,8432e-003	-1,9321e-003	4,7625e-007	-1,3102e-004	8,4777e-004	1,4886e-003	-1,0269e-003	-1,8429e-003	-2,7451e-003	1,7181e-003 
6	0,23646	-2,8464e-003	-2,8546e-003	-2,9954e-003	2,9263e-007	-2,012e-004	1,3121e-003	2,3038e-003	-1,5915e-003	-2,8543e-003	-4,2506e-003	2,6591e-003 
7	0,36302	-4,3374e-003	-4,3562e-003	-4,5777e-003	-5,0417e-007	-3,055e-004	2,0067e-003	3,5234e-003	-2,4243e-003	-4,3559e-003	-6,491e-003	4,0668e-003 
8	0,52969	-6,2892e-003	-6,3285e-003	-6,6632e-003	-2,6031e-006	-4,4111e-004	2,9156e-003	5,1199e-003	-3,5215e-003	-6,3284e-003	-9,431e-003	5,9095e-003 
9	0,69635	-8,2295e-003	-8,2967e-003	-8,7523e-003	-5,8095e-006	-5,7663e-004	3,8233e-003	6,7152e-003	-4,6153e-003	-8,2969e-003	-1,2366e-002	7,7508e-003 
10	0,86302	-1,0145e-002	-1,0247e-002	-1,0831e-002	-1,0145e-005	-7,131e-004	4,725e-003	8,3014e-003	-5,6966e-003	-1,0248e-002	-1,5278e-002	9,5816e-003 
11	1,	-1,1704e-002	-1,1841e-002	-1,2535e-002	-1,4486e-005	-8,2207e-004	5,4659e-003	9,6048e-003	-6,5758e-003	-1,1842e-002	-1,7662e-002	1,1086e-002 
