0	Time [s]	Pressure sensor 5 (NormX) [MPa]	Pressure sensor 5 (NormY) [MPa]	Pressure sensor 5 (NormZ) [MPa]	Pressure sensor 5 (ShearXY) [MPa]	Pressure sensor 5 (ShearYZ) [MPa]	Pressure sensor 5 (ShearXZ) [MPa]	Pressure sensor 5 (Equivalent (von-Mises)) [MPa]	Pressure sensor 5 (Maximum Principal) [MPa]	Pressure sensor 5 (Middle Principal) [MPa]	Pressure sensor 5 (Minimum Principal) [MPa]	Pressure sensor 5 (Intensity) [MPa] 
1	1,6667e-002	-1,5646e-006	-1,5642e-006	-1,6154e-006	1,9032e-009	5,7232e-006	6,5276e-006	1,5036e-005	7,0923e-006	-1,5663e-006	-1,027e-005	1,7363e-005 
2	3,3333e-002	-3,0887e-006	-3,088e-006	-3,1892e-006	4,0864e-009	1,151e-005	1,3313e-005	3,0481e-005	1,4462e-005	-3,0924e-006	-2,0735e-005	3,5197e-005 
3	5,8333e-002	-5,3111e-006	-5,3101e-006	-5,4855e-006	7,9252e-009	2,0144e-005	2,3792e-005	5,3996e-005	2,578e-005	-5,3183e-006	-3,6569e-005	6,2349e-005 
4	9,5833e-002	-8,6409e-006	-8,6406e-006	-8,9322e-006	1,5555e-008	3,3072e-005	3,9753e-005	8,9567e-005	4,2933e-005	-8,656e-006	-6,049e-005	1,0342e-004 
5	0,15208	-1,3657e-005	-1,3659e-005	-1,4136e-005	3,0845e-008	5,2569e-005	6,4281e-005	1,4383e-004	6,9158e-005	-1,3688e-005	-9,6922e-005	1,6608e-004 
6	0,23646	-2,0857e-005	-2,0868e-005	-2,1636e-005	6,2134e-008	8,1427e-005	1,0083e-004	2,2449e-004	1,0839e-004	-2,0924e-005	-1,5083e-004	2,5922e-004 
7	0,36302	-3,1351e-005	-3,1385e-005	-3,2636e-005	1,2901e-007	1,248e-004	1,5657e-004	3,468e-004	1,6829e-004	-3,1498e-005	-2,3216e-004	4,0045e-004 
8	0,52969	-4,48e-005	-4,4886e-005	-4,6864e-005	2,5399e-007	1,8148e-004	2,3046e-004	5,0808e-004	2,4762e-004	-4,51e-005	-3,3907e-004	5,8668e-004 
9	0,69635	-5,7227e-005	-5,7393e-005	-6,0176e-005	4,1995e-007	2,3721e-004	3,0521e-004	6,6954e-004	3,2803e-004	-5,7737e-005	-4,4509e-004	7,7311e-004 
10	0,86302	-6,9469e-005	-6,974e-005	-7,3443e-005	6,2813e-007	2,9305e-004	3,8007e-004	8,3126e-004	4,0873e-004	-7,0246e-005	-5,5113e-004	9,5986e-004 
11	1,	-7,9451e-005	-7,9828e-005	-8,4376e-005	8,304e-007	3,3866e-004	4,4172e-004	9,6409e-004	4,7503e-004	-8,0491e-005	-6,382e-004	1,1132e-003 
