Node Number	Normal Stress (MPa)
19025	-1,5737e-002
19031	-4,925e-003
19037	-3,8691e-003
19038	-1,3779e-003
19039	-2,7134e-003
19040	-3,5254e-003
19041	-4,3135e-003
19042	-2,7039e-003
19043	-4,2068e-003
19044	-3,0062e-003
19045	-2,6503e-003
19046	-5,2346e-003
19047	-3,7824e-003
19048	-2,4394e-003
19049	-2,5959e-003
19050	-4,1473e-003
19051	-3,0944e-003
19052	-5,0844e-003
19053	-3,8562e-003
19054	-5,8861e-003
19055	-5,0842e-003
19056	-4,6765e-003
19057	-6,9062e-003
19058	-5,2574e-003
19059	-6,3068e-003
19060	-9,2587e-003
19061	-6,6029e-003
19062	-6,5561e-003
19063	-1,0212e-002
19064	-6,5925e-003
19065	-1,3499e-002
19066	-9,1329e-003
19067	-1,2504e-002
19068	-1,0891e-002
19069	-1,0899e-002
19070	-1,302e-002
19071	-1,062e-002
19072	-1,4966e-002
19073	-1,0962e-002
19074	-2,3482e-002
19075	-1,5266e-002
19076	-1,4273e-002
19077	-2,2476e-002
19078	-1,1794e-002
19079	-1,9907e-002
19080	-1,3082e-002
19081	-1,3489e-002
19082	-1,9887e-002
19083	-1,3206e-002
19084	-1,8721e-002
19085	-9,942e-003
19086	-1,6862e-002
19087	-1,3132e-002
19088	-1,5615e-002
19089	-1,0641e-002
19090	-1,0232e-002
19091	-1,4761e-002
19092	-9,1151e-003
19093	-1,5227e-002
19094	-9,6085e-003
19095	-1,3418e-002
19096	-8,7917e-003
19097	-9,1452e-003
19098	-1,3989e-002
19099	-7,67e-003
19100	-1,5163e-002
19101	-1,0412e-002
19102	-8,7676e-003
19103	-1,0812e-002
19104	-1,6298e-002
19110	-3,4256e-003
19111	-9,9456e-003
19112	-8,3885e-003
19113	-7,3275e-003
19114	-9,0823e-003
19115	-9,5512e-003
19116	-5,2859e-003
19117	-7,23e-003
19118	-1,2999e-002
19119	-9,5835e-003
19120	-9,8763e-003
19121	-1,5862e-002
19122	-1,0954e-002
19123	-1,045e-002
19124	-1,7191e-002
19125	-1,2332e-002
19126	-1,8771e-002
19127	-1,1492e-002
19128	-1,9132e-002
19129	-1,7449e-002
19130	-2,2533e-002
19131	-2,0522e-002
19132	-2,3059e-002
19133	-2,8351e-002
19134	-2,4361e-002
19135	-2,4759e-002
19136	-3,8583e-002
19137	-2,8231e-002
19138	-3,0316e-002
19139	-2,7149e-002
19140	-3,2415e-002
19141	-3,2321e-002
19142	-4,3849e-002
19143	-2,8552e-002
19144	-4,759e-002
19145	-3,6748e-002
19146	-2,4797e-002
19147	-4,9332e-002
19148	-3,2107e-002
19149	-3,0844e-002
19150	-4,6164e-002
19151	-2,7578e-002
19152	-3,0885e-002
19153	-3,8785e-002
19154	-2,7975e-002
19155	-2,7867e-002
19156	-3,8372e-002
19157	-2,3364e-002
19158	-3,6684e-002
19159	-2,1823e-002
19160	-3,409e-002
19161	-1,7489e-002
19162	-2,6106e-002
19163	-1,5413e-002
19164	-1,5819e-002
19165	-2,5097e-002
19166	-1,6204e-002
19167	-1,5974e-002
19168	-2,5092e-002
19169	-1,3107e-002
19170	-1,2563e-002
19171	-1,9697e-002
19172	-1,2044e-002
19173	-1,5021e-002
19174	-1,2152e-002
19175	-1,1034e-002
19176	-1,4379e-002
19177	-6,4614e-003
19178	-9,7502e-003
19179	-6,8742e-003
19180	-1,0135e-002
19181	-5,6307e-003
19182	-6,8783e-003
19183	-1,0329e-002
19184	-5,9721e-003
19185	-7,2003e-003
19186	-5,961e-003
19187	-8,792e-003
19188	-4,7692e-003
19189	-7,7296e-003
19190	-4,7326e-003
19191	-4,5125e-003
19192	-6,6341e-003
19193	-4,3377e-003
19194	-5,8341e-003
19195	-4,3222e-003
19196	-3,7585e-003
19197	-6,079e-003
19198	-4,3286e-003
19199	-7,2817e-003
19200	-4,3954e-003
19201	-3,9744e-003
19202	-4,6646e-003
19203	-3,1893e-003
19204	-3,3815e-003
19205	-5,0388e-003
19206	-2,8421e-003
19207	-4,3366e-003
19208	-2,7002e-003
19209	-4,2524e-003
19210	-2,7531e-003
19211	-4,4014e-003
19212	-2,6854e-003
19213	-2,622e-003
19214	-4,3064e-003
19215	-4,2633e-003
19216	-3,2803e-003
19217	-4,9745e-003
19218	-2,4052e-003
19219	-2,632e-003
19220	-2,613e-003
19221	-3,7376e-003
19222	-5,3486e-003
19228	-3,0808e-003
19229	-2,9673e-003
19230	-2,3341e-003
19231	-4,013e-003
19232	-2,2605e-003
19233	-4,3063e-003
19234	-2,6883e-003
19235	-2,8012e-003
19236	-3,7621e-003
19237	-2,3838e-003
19238	-3,8171e-003
19239	-4,4564e-003
19240	-1,5004e-003
19241	-3,8693e-003
19242	-3,2911e-003
19243	-3,2554e-003
19244	-5,6453e-003
19245	-4,0517e-003
19246	-5,8463e-003
19247	-3,8723e-003
19248	-6,9395e-003
19249	-4,4359e-003
19250	-7,5657e-003
19251	-6,7933e-003
19252	-8,1131e-003
19253	-7,1327e-003
19254	-1,2116e-002
19255	-8,9114e-003
19256	-1,3342e-002
19257	-1,0427e-002
19258	-1,5709e-002
19259	-9,7572e-003
19260	-8,2361e-003
19261	-1,3972e-002
19262	-9,9695e-003
19263	-2,131e-002
19264	-1,3543e-002
19265	-1,8103e-002
19266	-1,2672e-002
19267	-1,712e-002
19268	-1,2009e-002
19269	-2,0516e-002
19270	-1,4203e-002
19271	-2,1701e-002
19272	-1,5035e-002
19273	-1,6379e-002
19274	-1,9883e-002
19275	-1,0947e-002
19276	-1,2907e-002
19277	-1,8493e-002
19278	-9,9291e-003
19279	-1,6403e-002
19280	-1,0408e-002
19281	-1,0239e-002
19282	-1,3708e-002
19283	-1,0646e-002
19284	-1,7036e-002
19285	-1,1028e-002
19286	-1,5284e-002
19287	-1,0574e-002
19288	-1,2726e-002
19289	-9,7421e-003
19290	-9,644e-003
19291	-1,4245e-002
19292	-8,5814e-003
19293	-7,9127e-003
19294	-1,0497e-002
19295	-3,9466e-003
19296	-8,4353e-003
19297	-7,6009e-003
19298	-1,0897e-002
19299	-5,8348e-003
19300	-6,7326e-003
19301	-1,3381e-002
19302	-7,5424e-003
19303	-1,2577e-002
19304	-9,0094e-003
19305	-9,2306e-003
19306	-1,4331e-002
19307	-1,0247e-002
19308	-1,0381e-002
19309	-1,5445e-002
19310	-1,0941e-002
19311	-1,9887e-002
19312	-1,5124e-002
19313	-2,4286e-002
19314	-1,2415e-002
19315	-2,4365e-002
19316	-1,8341e-002
19317	-1,953e-002
19318	-3,2271e-002
19319	-2,0824e-002
19320	-2,4e-002
19321	-3,5146e-002
19322	-2,6391e-002
19323	-2,7918e-002
19324	-3,723e-002
19325	-3,0223e-002
19326	-2,831e-002
19327	-4,4959e-002
19328	-3,3732e-002
19329	-4,4357e-002
19330	-3,3083e-002
19331	-3,1179e-002
19332	-4,2726e-002
19333	-2,6159e-002
19334	-3,8281e-002
19335	-3,234e-002
19336	-4,1035e-002
19337	-3,7628e-002
19338	-4,9641e-002
19339	-3,7836e-002
19340	-3,6232e-002
19341	-3,3297e-002
19342	-2,9458e-002
19343	-2,4209e-002
19344	-2,1376e-002
19345	-3,0282e-002
19346	-1,914e-002
19347	-2,8029e-002
19348	-1,7291e-002
19349	-1,6354e-002
19350	-2,2984e-002
19351	-1,5908e-002
19352	-1,9729e-002
19353	-1,4105e-002
19354	-1,4561e-002
19355	-1,8797e-002
19356	-1,3835e-002
19357	-1,1246e-002
19358	-1,7092e-002
19359	-1,0339e-002
19360	-1,016e-002
19361	-1,0617e-002
19362	-9,7233e-003
19363	-1,1548e-002
19364	-7,7601e-003
19365	-7,6356e-003
19366	-8,9601e-003
19367	-1,0412e-002
19368	-6,3275e-003
19369	-5,3226e-003
19370	-8,4799e-003
19371	-9,0905e-003
19372	-7,9577e-003
19373	-4,7982e-003
19374	-6,6506e-003
19375	-4,1388e-003
19376	-4,6917e-003
19377	-8,0875e-003
19378	-4,2163e-003
19379	-5,9325e-003
19380	-4,5668e-003
19381	-4,4579e-003
19382	-5,44e-003
19383	-3,5181e-003
19384	-5,9146e-003
19385	-3,4498e-003
19386	-3,2581e-003
19387	-5,1458e-003
19388	-2,7575e-003
