0	Time [s]	Pressure sensor 2 (NormX) [MPa]	Pressure sensor 2 (NormY) [MPa]	Pressure sensor 2 (NormZ) [MPa]	Pressure sensor 2 (ShearXY) [MPa]	Pressure sensor 2 (ShearYZ) [MPa]	Pressure sensor 2 (ShearXZ) [MPa]	Pressure sensor 2 (Equivalent (von-Mises)) [MPa]	Pressure sensor 2 (Maximum Principal) [MPa]	Pressure sensor 2 (Middle Principal) [MPa]	Pressure sensor 2 (Minimum Principal) [MPa]	Pressure sensor 2 (Intensity) [MPa] 
1	1,6667e-002	-8,5139e-005	-8,5557e-005	-8,8641e-005	-5,5218e-008	1,3929e-004	-2,6046e-005	2,4546e-004	5,4627e-005	-8,5173e-005	-2,2879e-004	2,8342e-004 
2	3,3333e-002	-1,7547e-004	-1,7612e-004	-1,8288e-004	-1,3109e-007	2,8189e-004	-5,4292e-005	4,9728e-004	1,0763e-004	-1,7554e-004	-4,6656e-004	5,7419e-004 
3	5,8333e-002	-3,1768e-004	-3,1833e-004	-3,3162e-004	-2,9951e-007	4,9864e-004	-9,9144e-005	8,8068e-004	1,8354e-004	-3,1781e-004	-8,3335e-004	1,0169e-003 
4	9,5833e-002	-5,3309e-004	-5,3295e-004	-5,5777e-004	-6,8988e-007	8,2137e-004	-1,6903e-004	1,4527e-003	2,9345e-004	-5,3336e-004	-1,3839e-003	1,6774e-003 
5	0,15208	-8,6906e-004	-8,6594e-004	-9,1242e-004	-1,6451e-006	1,3112e-003	-2,809e-004	2,323e-003	4,5221e-004	-8,6959e-004	-2,23e-003	2,6823e-003 
6	0,23646	-1,3785e-003	-1,367e-003	-1,4547e-003	-3,9941e-006	2,0459e-003	-4,5464e-004	3,631e-003	6,8603e-004	-1,3796e-003	-3,5065e-003	4,1926e-003 
7	0,36302	-2,1922e-003	-2,159e-003	-2,3309e-003	-9,863e-006	3,167e-003	-7,4517e-004	5,6375e-003	1,0111e-003	-2,1949e-003	-5,4983e-003	6,5093e-003 
8	0,48958	-2,9795e-003	-2,9146e-003	-3,1917e-003	-1,842e-005	4,2672e-003	-1,0278e-003	7,6065e-003	1,3407e-003	-2,9843e-003	-7,4422e-003	8,7829e-003 
9	0,65625	-4,0193e-003	-3,8973e-003	-4,3476e-003	-3,4102e-005	5,7098e-003	-1,4171e-003	1,0198e-002	1,7694e-003	-4,0282e-003	-1,0005e-002	1,1775e-002 
10	0,82292	-5,0559e-003	-4,8595e-003	-5,5219e-003	-5,4892e-005	7,1469e-003	-1,8152e-003	1,2786e-002	2,198e-003	-5,0702e-003	-1,2565e-002	1,4763e-002 
11	0,91146	-5,5985e-003	-5,3562e-003	-6,1457e-003	-6,791e-005	7,9021e-003	-2,0261e-003	1,4147e-002	2,4256e-003	-5,6163e-003	-1,391e-002	1,6335e-002 
12	1,	-6,1433e-003	-5,8499e-003	-6,7782e-003	-8,2455e-005	8,6622e-003	-2,2402e-003	1,5519e-002	2,6566e-003	-6,1649e-003	-1,5263e-002	1,792e-002 
