Node Number	Normal Stress (MPa)
12541	-1,7546e-003
12547	-1,6977e-003
12553	-1,2695e-003
12554	-1,865e-003
12555	-1,5606e-003
12556	-1,8595e-003
12557	-2,6748e-003
12558	-1,2733e-003
12559	-2,0877e-003
12560	-1,3761e-003
12561	-1,1731e-003
12562	-2,5693e-003
12563	-1,7875e-003
12564	-2,5136e-003
12565	-1,2003e-003
12566	-1,7927e-003
12567	-1,2061e-003
12568	-1,7393e-003
12569	-1,2748e-003
12570	-1,973e-003
12571	-1,2494e-003
12572	-1,2096e-003
12573	-1,8203e-003
12574	-1,0284e-003
12575	-1,3351e-003
12576	-2,0267e-003
12577	-1,2767e-003
12578	-1,2784e-003
12579	-1,8328e-003
12580	-1,1019e-003
12581	-2,0999e-003
12582	-1,2551e-003
12583	-1,7629e-003
12584	-1,3102e-003
12585	-1,4191e-003
12586	-2,1788e-003
12587	-1,4116e-003
12588	-1,6807e-003
12589	-1,2947e-003
12590	-1,9199e-003
12591	-1,8154e-003
12592	-1,3705e-003
12593	-2,1754e-003
12594	-1,2572e-003
12595	-1,9851e-003
12596	-1,2288e-003
12597	-1,3127e-003
12598	-1,7976e-003
12599	-1,1503e-003
12600	-1,9284e-003
12601	-1,2645e-003
12602	-1,8569e-003
12603	-1,381e-003
12604	-1,8683e-003
12605	-1,3126e-003
12606	-1,1491e-003
12607	-1,6238e-003
12608	-1,0639e-003
12609	-1,9774e-003
12610	-1,1899e-003
12611	-1,8943e-003
12612	-1,2728e-003
12613	-1,1998e-003
12614	-1,9479e-003
12615	-1,2655e-003
12616	-2,3507e-003
12617	-1,411e-003
12618	-1,1832e-003
12619	-1,9175e-003
12620	-1,7056e-002
12626	-2,2697e-002
12627	-1,3245e-002
12628	-1,2205e-002
12629	-2,4858e-002
12630	-1,5013e-002
12631	-1,2343e-002
12632	-1,4486e-002
12633	-1,1657e-002
12634	-1,6408e-002
12635	-1,4423e-002
12636	-1,4134e-002
12637	-2,4051e-002
12638	-1,6532e-002
12639	-1,4272e-002
12640	-2,1667e-002
12641	-1,425e-002
12642	-2,2309e-002
12643	-1,7608e-002
12644	-2,3555e-002
12645	-1,7098e-002
12646	-2,6287e-002
12647	-2,1757e-002
12648	-2,278e-002
12649	-3,1366e-002
12650	-2,5375e-002
12651	-2,3482e-002
12652	-3,4649e-002
12653	-2,5309e-002
12654	-2,3302e-002
12655	-2,401e-002
12656	-2,633e-002
12657	-2,3591e-002
12658	-3,0211e-002
12659	-2,2154e-002
12660	-3,3476e-002
12661	-2,9574e-002
12662	-1,6156e-002
12663	-3,1872e-002
12664	-2,0436e-002
12665	-2,2804e-002
12666	-2,8292e-002
12667	-1,655e-002
12668	-1,69e-002
12669	-3,5985e-002
12670	-1,7094e-002
12671	-1,6489e-002
12672	-2,311e-002
12673	-1,5856e-002
12674	-1,9943e-002
12675	-1,3613e-002
12676	-2,164e-002
12677	-1,3311e-002
12678	-1,5641e-002
12679	-1,2167e-002
12680	-1,1586e-002
12681	-1,7488e-002
12682	-1,0547e-002
12683	-9,3489e-003
12684	-1,4211e-002
12685	-9,0659e-003
12686	-9,1256e-003
12687	-1,3175e-002
12688	-9,5319e-003
12689	-1,2081e-002
12690	-7,7173e-003
12691	-7,5955e-003
12692	-1,0219e-002
12693	-6,1876e-003
12694	-8,2453e-003
12695	-5,6228e-003
12696	-7,9294e-003
12697	-4,2734e-003
12698	-5,0453e-003
12699	-7,6409e-003
12700	-4,3146e-003
12701	-6,3463e-003
12702	-4,6162e-003
12703	-6,0925e-003
12704	-3,4403e-003
12705	-4,5029e-003
12706	-2,84e-003
12707	-2,6597e-003
12708	-4,0349e-003
12709	-2,5349e-003
12710	-3,2535e-003
12711	-2,4535e-003
12712	-2,5018e-003
12713	-2,7555e-003
12714	-2,1899e-003
12715	-2,0431e-003
12716	-2,007e-003
12717	-1,8989e-003
12718	-2,1989e-003
12719	-1,4623e-003
12720	-1,4686e-003
12721	-1,6585e-003
12722	-1,2476e-003
12723	-1,3935e-003
12724	-8,4587e-004
12725	-1,3161e-003
