0	Time [s]	Pressure sensor 29 (NormX) [MPa]	Pressure sensor 29 (NormY) [MPa]	Pressure sensor 29 (NormZ) [MPa]	Pressure sensor 29 (ShearXY) [MPa]	Pressure sensor 29 (ShearYZ) [MPa]	Pressure sensor 29 (ShearXZ) [MPa]	Pressure sensor 29 (Equivalent (von-Mises)) [MPa]	Pressure sensor 29 (Maximum Principal) [MPa]	Pressure sensor 29 (Middle Principal) [MPa]	Pressure sensor 29 (Minimum Principal) [MPa]	Pressure sensor 29 (Intensity) [MPa] 
1	1,6667e-002	-8,9263e-006	-8,8957e-006	-9,2305e-006	7,2784e-008	-4,3741e-005	2,2098e-005	8,4882e-005	3,9911e-005	-8,8615e-006	-5,8102e-005	9,8013e-005 
2	3,3333e-002	-1,8312e-005	-1,8233e-005	-1,8959e-005	1,3976e-007	-8,9075e-005	4,5652e-005	1,7337e-004	8,1432e-005	-1,8182e-005	-1,1875e-004	2,0019e-004 
3	5,8333e-002	-3,28e-005	-3,2622e-005	-3,4033e-005	2,2054e-007	-1,5678e-004	8,1134e-005	3,0576e-004	1,4309e-004	-3,2582e-005	-2,0997e-004	3,5306e-004 
4	9,5833e-002	-5,3563e-005	-5,3168e-005	-5,5739e-005	3,0428e-007	-2,5852e-004	1,3536e-004	5,0544e-004	2,3719e-004	-5,3228e-005	-3,4644e-004	5,8363e-004 
5	0,15208	-8,7272e-005	-8,6417e-005	-9,1286e-005	3,255e-007	-4,1426e-004	2,1961e-004	8,1213e-004	3,798e-004	-8,6815e-005	-5,5796e-004	9,3776e-004 
6	0,23646	-1,3412e-004	-1,3227e-004	-1,4135e-004	1,4092e-007	-6,4414e-004	3,4508e-004	1,2657e-003	5,9369e-004	-1,3359e-004	-8,6784e-004	1,4615e-003 
7	0,36302	-2,0616e-004	-2,0212e-004	-2,1987e-004	-6,8033e-007	-9,9474e-004	5,4213e-004	1,9623e-003	9,2174e-004	-2,058e-004	-1,3441e-003	2,2658e-003 
8	0,48958	-2,746e-004	-2,676e-004	-2,9648e-004	-2,1376e-006	-1,3417e-003	7,3914e-004	2,6534e-003	1,25e-003	-2,7478e-004	-1,8139e-003	3,0638e-003 
9	0,65625	-3,6224e-004	-3,5017e-004	-3,9766e-004	-5,04e-006	-1,7989e-003	9,9952e-004	3,5647e-003	1,6849e-003	-3,6368e-004	-2,4313e-003	4,1162e-003 
10	0,82292	-4,4564e-004	-4,2724e-004	-4,975e-004	-9,0037e-006	-2,25e-003	1,2579e-003	4,4652e-003	2,1173e-003	-4,4893e-004	-3,0387e-003	5,156e-003 
11	0,91146	-4,8745e-004	-4,6518e-004	-5,4925e-004	-1,1568e-005	-2,4894e-003	1,3969e-003	4,9448e-003	2,3499e-003	-4,9199e-004	-3,3598e-003	5,7097e-003 
12	1,	-5,2906e-004	-5,0258e-004	-6,0165e-004	-1,4426e-005	-2,7271e-003	1,5353e-003	5,4214e-003	2,5809e-003	-5,3502e-004	-3,6792e-003	6,2601e-003 
