0	Time [s]	Pressure sensor 15 (NormX) [MPa]	Pressure sensor 15 (NormY) [MPa]	Pressure sensor 15 (NormZ) [MPa]	Pressure sensor 15 (ShearXY) [MPa]	Pressure sensor 15 (ShearYZ) [MPa]	Pressure sensor 15 (ShearXZ) [MPa]	Pressure sensor 15 (Equivalent (von-Mises)) [MPa]	Pressure sensor 15 (Maximum Principal) [MPa]	Pressure sensor 15 (Middle Principal) [MPa]	Pressure sensor 15 (Minimum Principal) [MPa]	Pressure sensor 15 (Intensity) [MPa] 
1	1,6667e-002	-3,9254e-006	-3,7363e-006	-3,8791e-006	3,1594e-008	2,0828e-005	6,2987e-005	1,1491e-004	6,2458e-005	-3,7738e-006	-7,0225e-005	1,3268e-004 
2	3,3333e-002	-7,7176e-006	-7,3736e-006	-7,7022e-006	7,5829e-008	4,1752e-005	1,2608e-004	2,3004e-004	1,2515e-004	-7,4529e-006	-1,4049e-004	2,6563e-004 
3	5,8333e-002	-1,3376e-005	-1,2865e-005	-1,3559e-005	1,6385e-007	7,2743e-005	2,1974e-004	4,0091e-004	2,1807e-004	-1,3013e-005	-2,4486e-004	4,6293e-004 
4	9,5833e-002	-2,042e-005	-1,9803e-005	-2,1175e-005	3,4542e-007	1,1785e-004	3,5632e-004	6,5005e-004	3,5464e-004	-2,007e-005	-3,9597e-004	7,5061e-004 
5	0,15208	-3,2015e-005	-3,1542e-005	-3,4418e-005	7,3185e-007	1,8689e-004	5,6482e-004	1,0305e-003	5,6197e-004	-3,2025e-005	-6,2792e-004	1,1899e-003 
6	0,23646	-4,5111e-005	-4,5509e-005	-5,1356e-005	1,5427e-006	2,8676e-004	8,6686e-004	1,5815e-003	8,6527e-004	-4,639e-005	-9,6086e-004	1,8261e-003 
7	0,36302	-6,195e-005	-6,5086e-005	-7,731e-005	3,2867e-006	4,3643e-004	1,3162e-003	2,4019e-003	1,3179e-003	-6,6739e-005	-1,4555e-003	2,7734e-003 
8	0,48958	-7,4415e-005	-8,1973e-005	-1,0276e-004	5,6507e-006	5,8359e-004	1,7613e-003	3,214e-003	1,7683e-003	-8,4599e-005	-1,9429e-003	3,7112e-003 
9	0,65625	-8,5919e-005	-1,0183e-004	-1,3733e-004	9,7045e-006	7,7854e-004	2,3447e-003	4,2794e-003	2,3612e-003	-1,0605e-004	-2,5802e-003	4,9415e-003 
10	0,82292	-9,0748e-005	-1,1778e-004	-1,7161e-004	1,4775e-005	9,6943e-004	2,9213e-003	5,3317e-003	2,9501e-003	-1,2394e-004	-3,2063e-003	6,1565e-003 
11	0,91146	-9,107e-005	-1,2507e-004	-1,9e-004	1,7846e-005	1,0691e-003	3,2229e-003	5,8821e-003	3,2591e-003	-1,3236e-004	-3,5329e-003	6,7921e-003 
12	1,	-8,9501e-005	-1,3124e-004	-2,0829e-004	2,1195e-005	1,168e-003	3,5243e-003	6,4317e-003	3,5687e-003	-1,3977e-004	-3,858e-003	7,4267e-003 
