0	Time [s]	Pressure sensor 10 (NormX) [MPa]	Pressure sensor 10 (NormY) [MPa]	Pressure sensor 10 (NormZ) [MPa]	Pressure sensor 10 (ShearXY) [MPa]	Pressure sensor 10 (ShearYZ) [MPa]	Pressure sensor 10 (ShearXZ) [MPa]	Pressure sensor 10 (Equivalent (von-Mises)) [MPa]	Pressure sensor 10 (Maximum Principal) [MPa]	Pressure sensor 10 (Middle Principal) [MPa]	Pressure sensor 10 (Minimum Principal) [MPa]	Pressure sensor 10 (Intensity) [MPa] 
1	1,6667e-002	-8,908e-007	-8,9558e-007	-9,3474e-007	1,9212e-009	1,9084e-005	2,9664e-005	6,1094e-005	3,436e-005	-8,9593e-007	-3,6185e-005	7,0545e-005 
2	3,3333e-002	-1,7362e-006	-1,751e-006	-1,8441e-006	9,5587e-009	3,8191e-005	5,95e-005	1,2246e-004	6,8914e-005	-1,7554e-006	-7,249e-005	1,414e-004 
3	5,8333e-002	-2,9134e-006	-2,9529e-006	-3,1532e-006	3,1394e-008	6,6412e-005	1,039e-004	2,1358e-004	1,2029e-004	-2,97e-006	-1,2634e-004	2,4663e-004 
4	9,5833e-002	-4,3641e-006	-4,4617e-006	-4,8742e-006	8,6122e-008	1,0757e-004	1,6929e-004	3,4741e-004	1,9598e-004	-4,5116e-006	-2,0517e-004	4,0115e-004 
5	0,15208	-6,7043e-006	-6,9394e-006	-7,8307e-006	2,2112e-007	1,7017e-004	2,6876e-004	5,5098e-004	3,1091e-004	-7,072e-006	-3,2531e-004	6,3622e-004 
6	0,23646	-8,7419e-006	-9,287e-006	-1,1143e-005	5,2865e-007	2,6068e-004	4,1402e-004	8,4742e-004	4,7948e-004	-9,609e-006	-4,9904e-004	9,7852e-004 
7	0,36302	-9,9848e-006	-1,1226e-005	-1,5143e-005	1,2257e-006	3,9444e-004	6,292e-004	1,2863e-003	7,3043e-004	-1,1979e-005	-7,5481e-004	1,4852e-003 
8	0,48958	-1,0152e-005	-1,2367e-005	-1,9109e-005	2,1994e-006	5,2634e-004	8,4269e-004	1,7209e-003	9,7962e-004	-1,3722e-005	-1,0075e-003	1,9871e-003 
9	0,65625	-8,5354e-006	-1,2452e-005	-2,4057e-005	3,898e-006	6,984e-004	1,1222e-003	2,2894e-003	1,3067e-003	-1,4856e-005	-1,3369e-003	2,6436e-003 
10	0,82292	-4,6934e-006	-1,0786e-005	-2,8495e-005	6,0514e-006	8,678e-004	1,3995e-003	2,8523e-003	1,6321e-003	-1,4515e-005	-1,6615e-003	3,2936e-003 
11	0,91146	-2,1321e-006	-9,5543e-006	-3,0981e-005	7,3653e-006	9,5636e-004	1,5446e-003	3,1467e-003	1,8025e-003	-1,4091e-005	-1,8311e-003	3,6335e-003 
12	1,	8,2243e-007	-8,0882e-006	-3,3613e-005	8,8128e-006	1,0446e-003	1,6911e-003	3,443e-003	1,9741e-003	-1,3508e-005	-2,0015e-003	3,9756e-003 
