0	Time [s]	Pressure sensor 31 (NormX) [MPa]	Pressure sensor 31 (NormY) [MPa]	Pressure sensor 31 (NormZ) [MPa]	Pressure sensor 31 (ShearXY) [MPa]	Pressure sensor 31 (ShearYZ) [MPa]	Pressure sensor 31 (ShearXZ) [MPa]	Pressure sensor 31 (Equivalent (von-Mises)) [MPa]	Pressure sensor 31 (Maximum Principal) [MPa]	Pressure sensor 31 (Middle Principal) [MPa]	Pressure sensor 31 (Minimum Principal) [MPa]	Pressure sensor 31 (Intensity) [MPa] 
1	1,6667e-002	-2,4962e-006	-2,4959e-006	-2,5958e-006	-1,5535e-010	-6,4601e-006	-5,994e-006	1,5264e-005	6,2667e-006	-2,4959e-006	-1,1359e-005	1,7625e-005 
2	3,3333e-002	-5,0288e-006	-5,0282e-006	-5,2306e-006	7,0682e-011	-1,3045e-005	-1,2086e-005	3,0802e-005	1,2654e-005	-5,0286e-006	-2,2913e-005	3,5566e-005 
3	5,8333e-002	-8,7469e-006	-8,7458e-006	-9,1008e-006	1,0845e-009	-2,2806e-005	-2,1365e-005	5,4128e-005	2,2328e-005	-8,7475e-006	-4,0174e-005	6,2502e-005 
4	9,5833e-002	-1,427e-005	-1,4268e-005	-1,4854e-005	4,2654e-009	-3,7357e-005	-3,537e-005	8,9107e-005	3,6887e-005	-1,4273e-005	-6,6005e-005	1,0289e-004 
5	0,15208	-2,2542e-005	-2,2538e-005	-2,3483e-005	1,2833e-008	-5,933e-005	-5,6654e-005	1,4209e-004	5,9031e-005	-2,2553e-005	-1,0504e-004	1,6407e-004 
6	0,23646	-3,4733e-005	-3,4727e-005	-3,6227e-005	3,4226e-008	-9,1909e-005	-8,8873e-005	2,2145e-004	9,2391e-005	-3,4764e-005	-1,6331e-004	2,557e-004 
7	0,36302	-5,3137e-005	-5,3129e-005	-5,5527e-005	8,6865e-008	-1,4149e-004	-1,3854e-004	3,43e-004	1,4374e-004	-5,322e-005	-2,5231e-004	3,9606e-004 
8	0,52969	-7,6744e-005	-7,6736e-005	-8,04e-005	1,9215e-007	-2,057e-004	-2,0382e-004	5,0158e-004	2,1111e-004	-7,6932e-005	-3,6806e-004	5,7917e-004 
9	0,69635	-1,0006e-004	-1,0006e-004	-1,051e-004	3,4025e-007	-2,7004e-004	-2,7026e-004	6,6175e-004	2,7965e-004	-1,004e-004	-4,8447e-004	7,6411e-004 
10	0,86302	-1,2217e-004	-1,2217e-004	-1,2866e-004	5,2463e-007	-3,3243e-004	-3,3485e-004	8,1728e-004	3,467e-004	-1,2269e-004	-5,97e-004	9,4371e-004 
11	1,	-1,4081e-004	-1,4082e-004	-1,4862e-004	7,1008e-007	-3,8467e-004	-3,8917e-004	9,478e-004	4,0285e-004	-1,4153e-004	-6,9157e-004	1,0944e-003 
