0	Time [s]	Pressure sensor 32 (NormX) [MPa]	Pressure sensor 32 (NormY) [MPa]	Pressure sensor 32 (NormZ) [MPa]	Pressure sensor 32 (ShearXY) [MPa]	Pressure sensor 32 (ShearYZ) [MPa]	Pressure sensor 32 (ShearXZ) [MPa]	Pressure sensor 32 (Equivalent (von-Mises)) [MPa]	Pressure sensor 32 (Maximum Principal) [MPa]	Pressure sensor 32 (Middle Principal) [MPa]	Pressure sensor 32 (Minimum Principal) [MPa]	Pressure sensor 32 (Intensity) [MPa] 
1	1,6667e-002	-7,7036e-006	-7,6572e-006	-7,9632e-006	2,3989e-008	-3,6178e-005	-1,2748e-005	6,6439e-005	3,0553e-005	-7,7135e-006	-4,6164e-005	7,6717e-005 
2	3,3333e-002	-1,5364e-005	-1,5259e-005	-1,5897e-005	5,2939e-008	-7,2685e-005	-2,5787e-005	1,3358e-004	6,1558e-005	-1,5385e-005	-9,2692e-005	1,5425e-004 
3	5,8333e-002	-2,7127e-005	-2,6913e-005	-2,8112e-005	1,0553e-007	-1,2814e-004	-4,518e-005	2,3534e-004	1,0838e-004	-2,717e-005	-1,6337e-004	2,7175e-004 
4	9,5833e-002	-4,4698e-005	-4,4273e-005	-4,6428e-005	2,0326e-007	-2,1035e-004	-7,4352e-005	3,8643e-004	1,778e-004	-4,4778e-005	-2,6842e-004	4,4621e-004 
5	0,15208	-7,1161e-005	-7,031e-005	-7,4168e-005	3,9542e-007	-3,3429e-004	-1,183e-004	6,1421e-004	2,8245e-004	-7,1315e-005	-4,2678e-004	7,0923e-004 
6	0,23646	-1,1091e-004	-1,0918e-004	-1,1619e-004	7,8357e-007	-5,202e-004	-1,8422e-004	9,5586e-004	4,3933e-004	-1,1121e-004	-6,644e-004	1,1037e-003 
7	0,36302	-1,7102e-004	-1,6742e-004	-1,8053e-004	1,5941e-006	-7,9951e-004	-2,8357e-004	1,4694e-003	6,7467e-004	-1,7162e-004	-1,022e-003	1,6967e-003 
8	0,52969	-2,5084e-004	-2,4377e-004	-2,6742e-004	3,0821e-006	-1,1681e-003	-4,1521e-004	2,1474e-003	9,8479e-004	-2,5199e-004	-1,4948e-003	2,4796e-003 
9	0,69635	-3,3096e-004	-3,1927e-004	-3,5629e-004	5,0428e-006	-1,5371e-003	-5,4636e-004	2,8257e-003	1,2946e-003	-3,3283e-004	-1,9683e-003	3,2628e-003 
10	0,86302	-4,1035e-004	-3,9291e-004	-4,4604e-004	7,4705e-006	-1,9051e-003	-6,7709e-004	3,5023e-003	1,6039e-003	-4,1311e-004	-2,4401e-003	4,0441e-003 
11	1,	-4,7766e-004	-4,546e-004	-5,2328e-004	9,8452e-006	-2,2103e-003	-7,8601e-004	4,0638e-003	1,8591e-003	-4,8129e-004	-2,8333e-003	4,6924e-003 
