Node Number	Normal Stress (MPa)
55164	-3,7538e-003
55170	-2,7626e-003
55176	-2,1331e-003
55177	-2,421e-003
55178	-2,5229e-003
55179	-2,6109e-003
55180	-3,8733e-003
55181	-2,149e-003
55182	-3,8491e-003
55183	-2,3533e-003
55184	-2,4006e-003
55185	-2,5156e-003
55186	-2,6164e-003
55187	-4,0507e-003
55188	-2,2486e-003
55189	-2,9213e-003
55190	-1,8126e-003
55191	-2,8026e-003
55192	-2,0541e-003
55193	-3,2515e-003
55194	-2,0587e-003
55195	-2,0922e-003
55196	-3,0911e-003
55197	-1,6919e-003
55198	-1,7533e-003
55199	-3,6105e-003
55200	-1,8515e-003
55201	-1,7831e-003
55202	-2,9423e-003
55203	-1,947e-003
55204	-2,9748e-003
55205	-2,1176e-003
55206	-2,9119e-003
55207	-1,8899e-003
55208	-2,0523e-003
55209	-3,1182e-003
55210	-2,124e-003
55211	-2,8394e-003
55212	-1,8804e-003
55213	-3,9163e-003
55214	-2,7296e-003
55215	-2,3545e-003
55216	-3,4974e-003
55217	-2,0079e-003
55218	-3,2066e-003
55219	-1,9445e-003
55220	-2,0838e-003
55221	-3,092e-003
55222	-2,0969e-003
55223	-3,0228e-003
55224	-1,8453e-003
55225	-2,7971e-003
55226	-2,3375e-003
55227	-3,1873e-003
55228	-1,9901e-003
55229	-1,8953e-003
55230	-2,6625e-003
55231	-2,2347e-003
55232	-3,0605e-003
55233	-1,8928e-003
55234	-3,0269e-003
55235	-2,1508e-003
55236	-2,1253e-003
55237	-3,4494e-003
55238	-2,5339e-003
55239	-3,6446e-003
55240	-2,1345e-003
55241	-3,2799e-003
55242	-1,3717e-003
55243	-1,5314e-002
55249	-4,1199e-003
55250	-1,0063e-002
55251	-8,2197e-003
55252	-1,1136e-002
55253	-9,1176e-003
55254	-9,9911e-003
55255	-2,9233e-003
55256	-8,0698e-003
55257	-7,2965e-003
55258	-1,2107e-002
55259	-9,1138e-003
55260	-9,3815e-003
55261	-1,4681e-002
55262	-8,2159e-003
55263	-1,5343e-002
55264	-1,2677e-002
55265	-1,2624e-002
55266	-1,8505e-002
55267	-1,2964e-002
55268	-1,272e-002
55269	-2,2883e-002
55270	-1,791e-002
55271	-1,6439e-002
