0	Time [s]	Pressure sensor 36 (NormX) [MPa]	Pressure sensor 36 (NormY) [MPa]	Pressure sensor 36 (NormZ) [MPa]	Pressure sensor 36 (ShearXY) [MPa]	Pressure sensor 36 (ShearYZ) [MPa]	Pressure sensor 36 (ShearXZ) [MPa]	Pressure sensor 36 (Equivalent (von-Mises)) [MPa]	Pressure sensor 36 (Maximum Principal) [MPa]	Pressure sensor 36 (Middle Principal) [MPa]	Pressure sensor 36 (Minimum Principal) [MPa]	Pressure sensor 36 (Intensity) [MPa] 
1	1,6667e-002	4,5916e-006	4,6621e-006	5,0205e-006	-9,5948e-009	-1,494e-005	-3,0008e-005	5,8063e-005	3,8332e-005	4,6558e-006	-2,8713e-005	6,7045e-005 
2	3,3333e-002	9,2247e-006	9,3585e-006	1,0063e-005	-1,4404e-008	-2,9871e-005	-6,0098e-005	1,1624e-004	7,6765e-005	9,3435e-006	-5,7463e-005	1,3423e-004 
3	5,8333e-002	1,6148e-005	1,6365e-005	1,7561e-005	-1,3627e-008	-5,2227e-005	-1,0501e-004	2,0314e-004	1,3415e-004	1,6333e-005	-1,0041e-004	2,3456e-004 
4	9,5833e-002	2,647e-005	2,6781e-005	2,865e-005	6,4841e-009	-8,5391e-005	-1,7167e-004	3,321e-004	2,1933e-004	2,6714e-005	-1,6414e-004	3,8348e-004 
5	0,15208	4,2385e-005	4,2771e-005	4,5539e-005	7,6321e-008	-1,3377e-004	-2,7043e-004	5,2258e-004	3,4574e-004	4,2634e-005	-2,5768e-004	6,0343e-004 
6	0,23646	6,6694e-005	6,7056e-005	7,0915e-005	2,6829e-007	-2,0615e-004	-4,1624e-004	8,0453e-004	5,3344e-004	6,6771e-005	-3,9555e-004	9,2899e-004 
7	0,32083	9,133e-005	9,1503e-005	9,6144e-005	5,5969e-007	-2,7673e-004	-5,6045e-004	1,0826e-003	7,1902e-004	9,1025e-005	-5,3107e-004	1,2501e-003 
8	0,4474	1,2956e-004	1,2915e-004	1,3444e-004	1,1842e-006	-3,8265e-004	-7,7538e-004	1,4976e-003	9,9709e-004	1,2829e-004	-7,3223e-004	1,7293e-003 
9	0,61406	1,8148e-004	1,7979e-004	1,8496e-004	2,3285e-006	-5,1941e-004	-1,0541e-003	2,0354e-003	1,3591e-003	1,7828e-004	-9,9118e-004	2,3503e-003 
10	0,78073	2,3641e-004	2,3286e-004	2,3691e-004	3,8305e-006	-6,5421e-004	-1,3304e-003	2,5678e-003	1,7203e-003	2,3052e-004	-1,2447e-003	2,965e-003 
11	0,89036	2,7189e-004	2,6681e-004	2,6947e-004	5,0185e-006	-7,4339e-004	-1,5107e-003	2,9163e-003	1,9559e-003	2,6383e-004	-1,4115e-003	3,3674e-003 
12	1,	3,0865e-004	3,0177e-004	3,0263e-004	6,3493e-006	-8,3049e-004	-1,6905e-003	3,2624e-003	2,191e-003	2,9809e-004	-1,576e-003	3,7671e-003 
