Node Number	Normal Stress (MPa)
12858	-3,9362e-002
12864	-1,0254e-002
12870	-8,4127e-003
12871	-5,5562e-003
12872	-5,3789e-003
12873	-6,8478e-003
12874	-8,2667e-003
12875	-5,2132e-003
12876	-8,1368e-003
12877	-5,7904e-003
12878	-5,3793e-003
12879	-1,0708e-002
12880	-6,8039e-003
12881	-4,376e-003
12882	-5,3807e-003
12883	-8,6215e-003
12884	-7,2757e-003
12885	-1,0546e-002
12886	-7,7923e-003
12887	-1,2114e-002
12888	-8,5084e-003
12889	-8,1955e-003
12890	-1,5435e-002
12891	-7,2375e-003
12892	-1,1847e-002
12893	-1,6838e-002
12894	-1,2886e-002
12895	-1,2851e-002
12896	-1,9585e-002
12897	-1,445e-002
12898	-2,5192e-002
12899	-1,532e-002
12900	-2,459e-002
12901	-1,928e-002
12902	-2,0529e-002
12903	-4,3786e-002
12904	-2,4016e-002
12905	-3,5403e-002
12906	-2,1932e-002
12907	-5,4119e-002
12908	-4,6731e-002
12909	-3,9446e-002
12910	-5,3922e-002
12911	-3,6523e-002
12912	-5,7682e-002
12913	-4,177e-002
12914	-4,3861e-002
12915	-6,2335e-002
12916	-3,7577e-002
12917	-5,8089e-002
12918	-3,2759e-002
12919	-4,7812e-002
12920	-3,4358e-002
12921	-4,1206e-002
12922	-3,1296e-002
12923	-2,9663e-002
12924	-4,2357e-002
12925	-2,7231e-002
12926	-3,3396e-002
12927	-2,0821e-002
12928	-2,9676e-002
12929	-2,1112e-002
12930	-2,1328e-002
12931	-2,8719e-002
12932	-1,5312e-002
12933	-3,0455e-002
12934	-2,0894e-002
12935	-1,7584e-002
12936	-1,9119e-002
12937	-1,0961e-003
12943	-7,3711e-004
12944	-5,8511e-004
12945	-5,9055e-004
12946	-5,6673e-004
12947	-6,4974e-004
12948	-6,8398e-004
12949	-1,6727e-004
12950	-5,4797e-004
12951	-8,1821e-004
12952	-6,2268e-004
12953	-6,5859e-004
12954	-1,0176e-003
12955	-6,7443e-004
12956	-5,6578e-004
12957	-9,2458e-004
12958	-6,6636e-004
12959	-1,1916e-003
12960	-7,8782e-004
12961	-1,1837e-003
12962	-8,0258e-004
12963	-1,2142e-003
12964	-8,0107e-004
12965	-1,2607e-003
12966	-8,8574e-004
12967	-1,3704e-003
12968	-1,7389e-003
12969	-2,6713e-003
12970	-2,0042e-003
12971	-1,9269e-003
12972	-2,0286e-003
12973	-2,5222e-003
12974	-2,6489e-003
12975	-3,8499e-003
12976	-2,3606e-003
12977	-3,4849e-003
12978	-3,8323e-003
12979	-2,2589e-003
12980	-5,3304e-003
12981	-3,5548e-003
12982	-3,8193e-003
12983	-5,1261e-003
12984	-2,8687e-003
12985	-3,0656e-003
12986	-7,5375e-003
12987	-4,6017e-003
12988	-4,5901e-003
12989	-6,4539e-003
12990	-4,6715e-003
12991	-7,4301e-003
12992	-5,4367e-003
12993	-9,9604e-003
12994	-5,8513e-003
12995	-8,1799e-003
12996	-5,8079e-003
12997	-5,9264e-003
12998	-1,1272e-002
12999	-7,6194e-003
13000	-7,6246e-003
13001	-1,311e-002
13002	-9,2087e-003
13003	-9,0021e-003
13004	-1,4385e-002
13005	-1,0668e-002
13006	-1,4566e-002
13007	-1,0534e-002
13008	-9,4197e-003
13009	-1,368e-002
13010	-8,5075e-003
13011	-1,4208e-002
13012	-1,0368e-002
13013	-1,3669e-002
13014	-1,0296e-002
13015	-1,1365e-002
13016	-1,1792e-002
13017	-1,1094e-002
13018	-1,4752e-002
13019	-1,0839e-002
13020	-1,5048e-002
13021	-9,0901e-003
13022	-1,4686e-002
13023	-1,2134e-002
13024	-1,1793e-002
