0	Time [s]	Pressure sensor 24 (NormX) [MPa]	Pressure sensor 24 (NormY) [MPa]	Pressure sensor 24 (NormZ) [MPa]	Pressure sensor 24 (ShearXY) [MPa]	Pressure sensor 24 (ShearYZ) [MPa]	Pressure sensor 24 (ShearXZ) [MPa]	Pressure sensor 24 (Equivalent (von-Mises)) [MPa]	Pressure sensor 24 (Maximum Principal) [MPa]	Pressure sensor 24 (Middle Principal) [MPa]	Pressure sensor 24 (Minimum Principal) [MPa]	Pressure sensor 24 (Intensity) [MPa] 
1	1,6667e-002	-3,548e-005	-3,5472e-005	-3,6973e-005	1,5591e-008	6,4317e-005	5,1072e-005	1,4226e-004	4,5915e-005	-3,5492e-005	-1,1835e-004	1,6426e-004 
2	3,3333e-002	-7,4586e-005	-7,4555e-005	-7,782e-005	6,5739e-008	1,315e-004	1,0544e-004	2,9196e-004	9,2399e-005	-7,4638e-005	-2,4472e-004	3,3712e-004 
3	5,8333e-002	-1,3586e-004	-1,3576e-004	-1,4201e-004	2,0829e-007	2,3309e-004	1,8867e-004	5,1944e-004	1,6109e-004	-1,3602e-004	-4,387e-004	5,9979e-004 
4	9,5833e-002	-2,3184e-004	-2,3159e-004	-2,4299e-004	5,8016e-007	3,8728e-004	3,1662e-004	8,665e-004	2,6321e-004	-2,3231e-004	-7,3732e-004	1,0005e-003 
5	0,15208	-3,8355e-004	-3,8292e-004	-4,0361e-004	1,5184e-006	6,2377e-004	5,1505e-004	1,4013e-003	4,1636e-004	-3,8478e-004	-1,2016e-003	1,618e-003 
6	0,23646	-6,2503e-004	-6,2354e-004	-6,6167e-004	3,829e-006	9,854e-004	8,2332e-004	2,2244e-003	6,4322e-004	-6,2819e-004	-1,9253e-003	2,5685e-003 
7	0,32083	-8,7874e-004	-8,7604e-004	-9,3578e-004	7,2758e-006	1,3532e-003	1,1405e-003	3,0658e-003	8,6713e-004	-8,8479e-004	-2,6729e-003	3,54e-003 
8	0,4474	-1,2567e-003	-1,2515e-003	-1,3501e-003	1,4457e-005	1,901e-003	1,6145e-003	4,321e-003	1,2e-003	-1,2688e-003	-3,7894e-003	4,9894e-003 
9	0,61406	-1,7913e-003	-1,7818e-003	-1,9468e-003	2,821e-005	2,645e-003	2,2672e-003	6,0362e-003	1,6325e-003	-1,8152e-003	-5,3373e-003	6,9699e-003 
10	0,78073	-2,3177e-003	-2,3025e-003	-2,5478e-003	4,6361e-005	3,3843e-003	2,9141e-003	7,7394e-003	2,0628e-003	-2,3571e-003	-6,8737e-003	8,9365e-003 
11	0,89036	-2,6788e-003	-2,6591e-003	-2,967e-003	6,1173e-005	3,8823e-003	3,3536e-003	8,8914e-003	2,3463e-003	-2,7309e-003	-7,9204e-003	1,0267e-002 
12	1,	-3,0355e-003	-3,0109e-003	-3,387e-003	7,7778e-005	4,3723e-003	3,7875e-003	1,0027e-002	2,6231e-003	-3,1019e-003	-8,9546e-003	1,1578e-002 
