0	Time [s]	Pressure sensor 35 (NormX) [MPa]	Pressure sensor 35 (NormY) [MPa]	Pressure sensor 35 (NormZ) [MPa]	Pressure sensor 35 (ShearXY) [MPa]	Pressure sensor 35 (ShearYZ) [MPa]	Pressure sensor 35 (ShearXZ) [MPa]	Pressure sensor 35 (Equivalent (von-Mises)) [MPa]	Pressure sensor 35 (Maximum Principal) [MPa]	Pressure sensor 35 (Middle Principal) [MPa]	Pressure sensor 35 (Minimum Principal) [MPa]	Pressure sensor 35 (Intensity) [MPa] 
1	1,6667e-002	-8,4722e-005	-8,4362e-005	-8,744e-005	-2,1307e-007	7,5986e-005	1,5888e-004	3,0506e-004	8,9994e-005	-8,4263e-005	-2,6226e-004	3,5225e-004 
2	3,3333e-002	-1,6942e-004	-1,6889e-004	-1,7539e-004	-3,1386e-007	1,5186e-004	3,1858e-004	6,1131e-004	1,8045e-004	-1,6874e-004	-5,2541e-004	7,0587e-004 
3	5,8333e-002	-2,9039e-004	-2,8994e-004	-3,0197e-004	-2,578e-007	2,6161e-004	5,5177e-004	1,0577e-003	3,1444e-004	-2,8982e-004	-9,0692e-004	1,2214e-003 
4	9,5833e-002	-4,7264e-004	-4,7307e-004	-4,9485e-004	2,6889e-007	4,2683e-004	8,9971e-004	1,725e-003	5,122e-004	-4,732e-004	-1,4796e-003	1,9918e-003 
5	0,15208	-7,3445e-004	-7,3783e-004	-7,7672e-004	2,018e-006	6,6938e-004	1,4148e-003	2,7113e-003	8,102e-004	-7,3877e-004	-2,3204e-003	3,1306e-003 
6	0,23646	-1,1209e-003	-1,1322e-003	-1,2033e-003	6,7359e-006	1,029e-003	2,1806e-003	4,177e-003	1,251e-003	-1,1353e-003	-3,572e-003	4,8231e-003 
7	0,32083	-1,4889e-003	-1,5123e-003	-1,6224e-003	1,385e-005	1,3813e-003	2,9339e-003	5,618e-003	1,6911e-003	-1,5187e-003	-4,7959e-003	6,487e-003 
8	0,4474	-2,0307e-003	-2,08e-003	-2,2631e-003	2,9191e-005	1,9155e-003	4,0664e-003	7,7885e-003	2,3565e-003	-2,0935e-003	-6,6368e-003	8,9932e-003 
9	0,61406	-2,6978e-003	-2,7944e-003	-3,0961e-003	5,6959e-005	2,5934e-003	5,5227e-003	1,0574e-002	3,2212e-003	-2,8208e-003	-8,9888e-003	1,221e-002 
10	0,78073	-3,3253e-003	-3,4842e-003	-3,9309e-003	9,3488e-005	3,2655e-003	6,9672e-003	1,3339e-002	4,0948e-003	-3,5274e-003	-1,1308e-002	1,5403e-002 
11	0,89036	-3,7289e-003	-3,9375e-003	-4,4948e-003	1,2238e-004	3,7058e-003	7,9186e-003	1,516e-002	4,6689e-003	-3,994e-003	-1,2836e-002	1,7505e-002 
12	1,	-4,118e-003	-4,3823e-003	-5,0621e-003	1,551e-004	4,148e-003	8,8663e-003	1,6978e-002	5,2476e-003	-4,4539e-003	-1,4356e-002	1,9604e-002 
