0	Time [s]	Pressure sensor 18 (NormX) [MPa]	Pressure sensor 18 (NormY) [MPa]	Pressure sensor 18 (NormZ) [MPa]	Pressure sensor 18 (ShearXY) [MPa]	Pressure sensor 18 (ShearYZ) [MPa]	Pressure sensor 18 (ShearXZ) [MPa]	Pressure sensor 18 (Equivalent (von-Mises)) [MPa]	Pressure sensor 18 (Maximum Principal) [MPa]	Pressure sensor 18 (Middle Principal) [MPa]	Pressure sensor 18 (Minimum Principal) [MPa]	Pressure sensor 18 (Intensity) [MPa] 
1	1,6667e-002	-3,1428e-006	-3,2551e-006	-3,2288e-006	7,3631e-009	3,1124e-005	-1,3232e-006	5,3957e-005	2,791e-005	-3,1424e-006	-3,4395e-005	6,2305e-005 
2	3,3333e-002	-6,5969e-006	-6,8206e-006	-6,7882e-006	1,598e-008	6,3752e-005	-2,8863e-006	1,1053e-004	5,7012e-005	-6,596e-006	-7,0622e-005	1,2763e-004 
3	5,8333e-002	-1,1996e-005	-1,2372e-005	-1,2373e-005	2,9905e-008	1,1313e-004	-5,4693e-006	1,9617e-004	1,0088e-004	-1,1994e-005	-1,2563e-004	2,2652e-004 
4	9,5833e-002	-2,0627e-005	-2,1197e-005	-2,1345e-005	5,014e-008	1,8906e-004	-9,6864e-006	3,2789e-004	1,6804e-004	-2,0623e-005	-2,1058e-004	3,7862e-004 
5	0,15208	-3,4067e-005	-3,4834e-005	-3,5423e-005	7,9454e-008	3,0475e-004	-1,6573e-005	5,2863e-004	2,7007e-004	-3,4061e-005	-3,4033e-004	6,1041e-004 
6	0,23646	-5,4889e-005	-5,5736e-005	-5,7473e-005	1,1556e-007	4,8228e-004	-2,8467e-005	8,3679e-004	4,2651e-004	-5,4879e-005	-5,3973e-004	9,6624e-004 
7	0,32083	-7,6477e-005	-7,7113e-005	-8,063e-005	1,379e-007	6,6214e-004	-4,1573e-005	1,1491e-003	5,8457e-004	-7,6462e-005	-7,4233e-004	1,3269e-003 
8	0,4474	-1,0766e-004	-1,0743e-004	-1,1469e-004	1,3286e-007	9,2945e-004	-6,1617e-005	1,6134e-003	8,2043e-004	-1,0764e-004	-1,0426e-003	1,863e-003 
9	0,61406	-1,5117e-004	-1,4873e-004	-1,6322e-004	5,2108e-008	1,2917e-003	-9,1654e-005	2,243e-003	1,139e-003	-1,5115e-004	-1,451e-003	2,59e-003 
10	0,78073	-1,9263e-004	-1,868e-004	-2,1082e-004	-1,2596e-007	1,6496e-003	-1,2198e-004	2,865e-003	1,4553e-003	-1,9262e-004	-1,8529e-003	3,3082e-003 
11	0,89036	-2,1958e-004	-2,1086e-004	-2,4251e-004	-3,0065e-007	1,8879e-003	-1,4332e-004	3,2795e-003	1,6668e-003	-2,1958e-004	-2,1201e-003	3,7869e-003 
12	1,	-2,4748e-004	-2,3534e-004	-2,7572e-004	-5,2604e-007	2,1255e-003	-1,6544e-004	3,6927e-003	1,8765e-003	-2,4749e-004	-2,3875e-003	4,264e-003 
