0	Time [s]	Pressure sensor 44 (NormX) [MPa]	Pressure sensor 44 (NormY) [MPa]	Pressure sensor 44 (NormZ) [MPa]	Pressure sensor 44 (ShearXY) [MPa]	Pressure sensor 44 (ShearYZ) [MPa]	Pressure sensor 44 (ShearXZ) [MPa]	Pressure sensor 44 (Equivalent (von-Mises)) [MPa]	Pressure sensor 44 (Maximum Principal) [MPa]	Pressure sensor 44 (Middle Principal) [MPa]	Pressure sensor 44 (Minimum Principal) [MPa]	Pressure sensor 44 (Intensity) [MPa] 
1	1,6667e-002	-8,6413e-006	-8,7424e-006	-8,8956e-006	1,913e-008	-3,4743e-005	-4,9163e-007	6,0183e-005	2,5928e-005	-8,6419e-006	-4,3566e-005	6,9494e-005 
2	3,3333e-002	-1,8418e-005	-1,8613e-005	-1,8979e-005	4,1135e-008	-7,2026e-005	-4,3019e-007	1,2476e-004	5,3232e-005	-1,8418e-005	-9,0824e-005	1,4406e-004 
3	5,8333e-002	-3,3487e-005	-3,38e-005	-3,4551e-005	7,5694e-008	-1,2815e-004	3,3958e-007	2,2197e-004	9,3975e-005	-3,3487e-005	-1,6233e-004	2,563e-004 
4	9,5833e-002	-5,581e-005	-5,6245e-005	-5,7667e-005	1,2759e-007	-2,1293e-004	1,5634e-006	3,6882e-004	1,5598e-004	-5,5808e-005	-2,699e-004	4,2588e-004 
5	0,15208	-9,0546e-005	-9,1035e-005	-9,3776e-005	2,0673e-007	-3,4205e-004	4,6164e-006	5,925e-004	2,4967e-004	-9,0541e-005	-4,3449e-004	6,8416e-004 
6	0,23646	-1,4733e-004	-1,4758e-004	-1,5313e-004	3,2276e-007	-5,4425e-004	1,2389e-005	9,4292e-004	3,9403e-004	-1,4732e-004	-6,9476e-004	1,0888e-003 
7	0,36302	-2,2893e-004	-2,2813e-004	-2,3913e-004	4,7346e-007	-8,4287e-004	2,3972e-005	1,4605e-003	6,0958e-004	-2,289e-004	-1,0769e-003	1,6865e-003 
8	0,52969	-3,4948e-004	-3,4578e-004	-3,6753e-004	6,0274e-007	-1,2586e-003	4,835e-005	2,1817e-003	9,0294e-004	-3,4942e-004	-1,6163e-003	2,5192e-003 
9	0,69635	-4,6571e-004	-4,5759e-004	-4,93e-004	6,3851e-007	-1,6696e-003	7,3934e-005	2,8948e-003	1,196e-003	-4,6563e-004	-2,1466e-003	3,3426e-003 
10	0,86302	-5,8772e-004	-5,7342e-004	-6,2625e-004	5,4708e-007	-2,0889e-003	1,0446e-004	3,623e-003	1,4918e-003	-5,8763e-004	-2,6916e-003	4,1834e-003 
11	1,	-6,9087e-004	-6,7015e-004	-7,4016e-004	3,6501e-007	-2,4395e-003	1,319e-004	4,232e-003	1,7381e-003	-6,9077e-004	-3,1485e-003	4,8867e-003 
