0	Time [s]	Pressure sensor 42 (NormX) [MPa]	Pressure sensor 42 (NormY) [MPa]	Pressure sensor 42 (NormZ) [MPa]	Pressure sensor 42 (ShearXY) [MPa]	Pressure sensor 42 (ShearYZ) [MPa]	Pressure sensor 42 (ShearXZ) [MPa]	Pressure sensor 42 (Equivalent (von-Mises)) [MPa]	Pressure sensor 42 (Maximum Principal) [MPa]	Pressure sensor 42 (Middle Principal) [MPa]	Pressure sensor 42 (Minimum Principal) [MPa]	Pressure sensor 42 (Intensity) [MPa] 
1	5,8333e-003	-1,6297e-007	-1,6309e-007	-1,6957e-007	-1,2222e-010	-6,1135e-007	2,3377e-008	1,0597e-006	4,4548e-007	-1,6298e-007	-7,7813e-007	1,2236e-006 
2	1,1667e-002	-3,5937e-007	-3,5964e-007	-3,7393e-007	-2,7082e-010	-1,3529e-006	5,2556e-008	2,3451e-006	9,8718e-007	-3,5939e-007	-1,7207e-006	2,7079e-006 
3	2,0417e-002	-6,265e-007	-6,2696e-007	-6,5191e-007	-4,7238e-010	-2,3587e-006	9,5456e-008	4,0888e-006	1,7212e-006	-6,2654e-007	-3,e-006	4,7213e-006 
4	3,3542e-002	-1,0278e-006	-1,0286e-006	-1,0695e-006	-7,7563e-010	-3,8681e-006	1,5911e-007	6,7056e-006	2,8224e-006	-1,0279e-006	-4,9205e-006	7,7429e-006 
5	5,3229e-002	-1,6326e-006	-1,6337e-006	-1,699e-006	-1,2336e-009	-6,1406e-006	2,6284e-007	1,0646e-005	4,48e-006	-1,6328e-006	-7,8126e-006	1,2293e-005 
6	8,276e-002	-2,5315e-006	-2,5331e-006	-2,6345e-006	-1,9179e-009	-9,5169e-006	4,2335e-007	1,65e-005	6,9427e-006	-2,5317e-006	-1,211e-005	1,9053e-005 
7	0,12706	-3,871e-006	-3,8729e-006	-4,0288e-006	-2,9474e-009	-1,4547e-005	6,6037e-007	2,5223e-005	1,0611e-005	-3,8713e-006	-1,8513e-005	2,9124e-005 
8	0,17135	-5,1976e-006	-5,1997e-006	-5,4099e-006	-3,9779e-009	-1,9524e-005	9,1046e-007	3,3854e-005	1,4241e-005	-5,1979e-006	-2,485e-005	3,9091e-005 
9	0,2378	-7,2025e-006	-7,2044e-006	-7,4978e-006	-5,5579e-009	-2,7044e-005	1,2866e-006	4,6895e-005	1,9724e-005	-7,2031e-006	-3,4426e-005	5,415e-005 
10	0,33747	-1,018e-005	-1,018e-005	-1,0599e-005	-7,9575e-009	-3,8205e-005	1,8828e-006	6,6254e-005	2,7862e-005	-1,0181e-005	-4,8641e-005	7,6504e-005 
11	0,48697	-1,4597e-005	-1,4593e-005	-1,5203e-005	-1,164e-008	-5,4755e-005	2,7883e-006	9,4964e-005	3,9929e-005	-1,4598e-005	-6,9725e-005	1,0965e-004 
12	0,65364	-1,9443e-005	-1,9431e-005	-2,0257e-005	-1,5835e-008	-7,2931e-005	3,7172e-006	1,2649e-004	5,3183e-005	-1,9444e-005	-9,287e-005	1,4605e-004 
13	0,8203	-2,4159e-005	-2,4137e-005	-2,5178e-005	-2,0077e-008	-9,0606e-005	4,6292e-006	1,5714e-004	6,6069e-005	-2,4161e-005	-1,1538e-004	1,8145e-004 
14	0,91015	-2,6724e-005	-2,6694e-005	-2,7856e-005	-2,2446e-008	-1,0023e-004	5,1095e-006	1,7384e-004	7,3089e-005	-2,6726e-005	-1,2764e-004	2,0073e-004 
15	1,	-2,9287e-005	-2,9249e-005	-3,0533e-005	-2,4881e-008	-1,0983e-004	5,6457e-006	1,9049e-004	8,0089e-005	-2,9289e-005	-1,3987e-004	2,1996e-004 
