0	Time [s]	Pressure sensor 11 (NormX) [MPa]	Pressure sensor 11 (NormY) [MPa]	Pressure sensor 11 (NormZ) [MPa]	Pressure sensor 11 (ShearXY) [MPa]	Pressure sensor 11 (ShearYZ) [MPa]	Pressure sensor 11 (ShearXZ) [MPa]	Pressure sensor 11 (Equivalent (von-Mises)) [MPa]	Pressure sensor 11 (Maximum Principal) [MPa]	Pressure sensor 11 (Middle Principal) [MPa]	Pressure sensor 11 (Minimum Principal) [MPa]	Pressure sensor 11 (Intensity) [MPa] 
1	1,6667e-002	-2,153e-004	-2,1573e-004	-2,255e-004	-4,6339e-008	7,4512e-006	-4,5313e-005	8,0163e-005	-1,7419e-004	-2,1573e-004	-2,666e-004	9,2407e-005 
2	3,3333e-002	-4,3911e-004	-4,3995e-004	-4,5995e-004	-1,0345e-007	1,6521e-005	-9,113e-005	1,6171e-004	-3,5632e-004	-4,3996e-004	-5,4272e-004	1,864e-004 
3	5,8333e-002	-7,6738e-004	-7,689e-004	-8,0393e-004	-1,8775e-007	2,8968e-005	-1,5893e-004	2,821e-004	-6,2306e-004	-7,6892e-004	-9,4823e-004	3,2516e-004 
4	9,5833e-002	-1,2537e-003	-1,2564e-003	-1,3137e-003	-3,2431e-007	4,6467e-005	-2,6055e-004	4,6215e-004	-1,0174e-003	-1,2564e-003	-1,5501e-003	5,3272e-004 
5	0,15208	-1,9699e-003	-1,9744e-003	-2,0648e-003	-5,5744e-007	7,2045e-005	-4,1202e-004	7,3038e-004	-1,5964e-003	-1,9745e-003	-2,4383e-003	8,4192e-004 
6	0,23646	-3,058e-003	-3,0659e-003	-3,2071e-003	-9,932e-007	1,121e-004	-6,3876e-004	1,1326e-003	-2,4797e-003	-3,066e-003	-3,7853e-003	1,3056e-003 
7	0,36302	-4,6778e-003	-4,6917e-003	-4,9096e-003	-1,7965e-006	1,755e-004	-9,7834e-004	1,7363e-003	-3,7929e-003	-4,6919e-003	-5,7943e-003	2,0014e-003 
8	0,52969	-6,7812e-003	-6,8047e-003	-7,1243e-003	-3,1198e-006	2,4906e-004	-1,422e-003	2,5224e-003	-5,4987e-003	-6,805e-003	-8,4064e-003	2,9077e-003 
9	0,69635	-8,8918e-003	-8,927e-003	-9,3512e-003	-4,7906e-006	3,2687e-004	-1,8676e-003	3,3136e-003	-7,2113e-003	-8,9276e-003	-1,1031e-002	3,8197e-003 
10	0,86302	-1,0988e-002	-1,1037e-002	-1,1567e-002	-6,7905e-006	4,0271e-004	-2,3114e-003	4,1017e-003	-8,9133e-003	-1,1038e-002	-1,3641e-002	4,7281e-003 
11	1,	-1,2701e-002	-1,2763e-002	-1,3382e-002	-8,6423e-006	4,6056e-004	-2,6772e-003	4,7502e-003	-1,0303e-002	-1,2764e-002	-1,5779e-002	5,4757e-003 
