0	Time [s]	Pressure sensor 23 (NormX) [MPa]	Pressure sensor 23 (NormY) [MPa]	Pressure sensor 23 (NormZ) [MPa]	Pressure sensor 23 (ShearXY) [MPa]	Pressure sensor 23 (ShearYZ) [MPa]	Pressure sensor 23 (ShearXZ) [MPa]	Pressure sensor 23 (Equivalent (von-Mises)) [MPa]	Pressure sensor 23 (Maximum Principal) [MPa]	Pressure sensor 23 (Middle Principal) [MPa]	Pressure sensor 23 (Minimum Principal) [MPa]	Pressure sensor 23 (Intensity) [MPa] 
1	1,6667e-002	-1,8336e-004	-1,8327e-004	-1,9099e-004	-1,1397e-008	4,042e-005	1,2119e-005	7,3491e-005	-1,4476e-004	-1,8335e-004	-2,2951e-004	8,4747e-005 
2	3,3333e-002	-3,6739e-004	-3,672e-004	-3,8269e-004	-2,0699e-008	8,1e-005	2,4857e-005	1,4756e-004	-2,8988e-004	-3,6736e-004	-4,6004e-004	1,7016e-004 
3	5,8333e-002	-6,395e-004	-6,3913e-004	-6,6618e-004	-2,1301e-008	1,4127e-004	4,1489e-005	2,5643e-004	-5,0482e-004	-6,3946e-004	-8,0053e-004	2,957e-004 
4	9,5833e-002	-1,0495e-003	-1,0488e-003	-1,0934e-003	-2,5851e-009	2,3122e-004	6,7361e-005	4,1947e-004	-8,2931e-004	-1,0495e-003	-1,313e-003	4,8371e-004 
5	0,15208	-1,6664e-003	-1,6651e-003	-1,7364e-003	5,934e-008	3,6717e-004	1,0756e-004	6,6643e-004	-1,3166e-003	-1,6664e-003	-2,0851e-003	7,685e-004 
6	0,23646	-2,5917e-003	-2,5892e-003	-2,7012e-003	2,4249e-007	5,7247e-004	1,6808e-004	1,0393e-003	-2,046e-003	-2,5916e-003	-3,2445e-003	1,1985e-003 
7	0,36302	-3,9787e-003	-3,9737e-003	-4,1483e-003	7,5643e-007	8,766e-004	2,5881e-004	1,5924e-003	-3,1428e-003	-3,9788e-003	-4,9792e-003	1,8363e-003 
8	0,52969	-5,7971e-003	-5,7876e-003	-6,047e-003	1,7871e-006	1,2792e-003	3,7885e-004	2,3247e-003	-4,5768e-003	-5,7973e-003	-7,2576e-003	2,6808e-003 
9	0,69635	-7,6285e-003	-7,613e-003	-7,961e-003	3,2715e-006	1,6837e-003	4,965e-004	3,0594e-003	-6,0228e-003	-7,629e-003	-9,5508e-003	3,528e-003 
10	0,86302	-9,4567e-003	-9,434e-003	-9,8736e-003	5,198e-006	2,0886e-003	6,1409e-004	3,795e-003	-7,4651e-003	-9,4577e-003	-1,1841e-002	4,3763e-003 
11	1,	-1,0957e-002	-1,0927e-002	-1,1445e-002	7,0987e-006	2,422e-003	7,1046e-004	4,4006e-003	-8,648e-003	-1,0959e-002	-1,3723e-002	5,0746e-003 
