0	Time [s]	Pressure sensor 2 (NormX) [MPa]	Pressure sensor 2 (NormY) [MPa]	Pressure sensor 2 (NormZ) [MPa]	Pressure sensor 2 (ShearXY) [MPa]	Pressure sensor 2 (ShearYZ) [MPa]	Pressure sensor 2 (ShearXZ) [MPa]	Pressure sensor 2 (Equivalent (von-Mises)) [MPa]	Pressure sensor 2 (Maximum Principal) [MPa]	Pressure sensor 2 (Middle Principal) [MPa]	Pressure sensor 2 (Minimum Principal) [MPa]	Pressure sensor 2 (Intensity) [MPa] 
1	1,6667e-002	-1,1893e-004	-1,19e-004	-1,2421e-004	-9,5833e-008	7,4319e-005	-1,0775e-006	1,2884e-004	-4,7232e-005	-1,1893e-004	-1,9598e-004	1,4874e-004 
2	3,3333e-002	-2,4676e-004	-2,4685e-004	-2,5777e-004	-1,9606e-007	1,5173e-004	-5,2756e-006	2,632e-004	-1,0038e-004	-2,4678e-004	-4,0423e-004	3,0385e-004 
3	5,8333e-002	-4,3635e-004	-4,3635e-004	-4,5594e-004	-3,5067e-007	2,6622e-004	-1,2475e-005	4,6203e-004	-1,7944e-004	-4,3638e-004	-7,1282e-004	5,3339e-004 
4	9,5833e-002	-7,2122e-004	-7,2085e-004	-7,5394e-004	-5,9697e-007	4,3779e-004	-2,2754e-005	7,6001e-004	-2,9867e-004	-7,2128e-004	-1,1761e-003	8,7739e-004 
5	0,15208	-1,1521e-003	-1,1507e-003	-1,2052e-003	-1,0088e-006	6,944e-004	-4,4017e-005	1,2064e-003	-4,8153e-004	-1,1522e-003	-1,8742e-003	1,3927e-003 
6	0,23646	-1,7998e-003	-1,7957e-003	-1,8846e-003	-1,7343e-006	1,0788e-003	-8,234e-005	1,8761e-003	-7,5711e-004	-1,8001e-003	-2,9229e-003	2,1658e-003 
7	0,36302	-2,7839e-003	-2,7731e-003	-2,9194e-003	-3,1007e-006	1,6605e-003	-1,4254e-004	2,8902e-003	-1,1778e-003	-2,7843e-003	-4,5143e-003	3,3365e-003 
8	0,52969	-4,075e-003	-4,0509e-003	-4,2818e-003	-5,4372e-006	2,4195e-003	-2,3203e-004	4,2158e-003	-1,7326e-003	-4,0758e-003	-6,5994e-003	4,8668e-003 
9	0,69635	-5,3757e-003	-5,3331e-003	-5,6597e-003	-8,5709e-006	3,1797e-003	-3,3601e-004	5,5467e-003	-2,2941e-003	-5,377e-003	-8,6974e-003	6,4033e-003 
10	0,86302	-6,6721e-003	-6,606e-003	-7,0387e-003	-1,2407e-005	3,9388e-003	-4,4112e-004	6,8767e-003	-2,852e-003	-6,674e-003	-1,0791e-002	7,9387e-003 
11	1,	-7,7497e-003	-7,6602e-003	-8,1889e-003	-1,6384e-005	4,5637e-003	-5,4267e-004	7,9753e-003	-3,3198e-003	-7,7523e-003	-1,2527e-002	9,207e-003 
