Node Number	Normal Stress (MPa)
31370	-2,0585e-002
31376	-4,2601e-003
31382	-3,0549e-003
31383	-2,0003e-003
31384	-2,3599e-003
31385	-2,6955e-003
31386	-3,8401e-003
31387	-2,3883e-003
31388	-2,5904e-003
31389	-3,0906e-003
31390	-3,0661e-003
31391	-2,7265e-003
31392	-2,9645e-003
31393	-2,9561e-003
31394	-2,1194e-003
31395	-2,2677e-003
31396	-3,869e-003
31397	-2,9356e-003
31398	-4,4295e-003
31399	-4,1028e-003
31400	-6,0633e-003
31401	-5,2461e-003
31402	-6,1598e-003
31403	-6,0615e-003
31404	-6,9209e-003
31405	-8,2445e-003
31406	-8,7492e-003
31407	-1,2697e-002
31408	-1,1058e-002
31409	-1,0834e-002
31410	-2,0336e-002
31411	-1,9048e-002
31412	-1,6653e-002
31413	-2,7408e-002
31414	-1,744e-002
31415	-1,7493e-002
31416	-3,7904e-002
31417	-2,5343e-002
31418	-2,6266e-002
31419	-2,6392e-002
31420	-5,4838e-002
31421	-2,8306e-002
31422	-4,1186e-002
31423	-3,9226e-002
31424	-3,0498e-002
31425	-3,353e-002
31426	-4,9016e-002
31427	-2,9469e-002
31428	-3,1221e-002
31429	-4,5689e-002
31430	-2,743e-002
31431	-2,5683e-002
31432	-3,9778e-002
31433	-2,4841e-002
31434	-2,8162e-002
31435	-1,2843e-002
31436	-2,4155e-002
31437	-1,6546e-002
31438	-2,3925e-002
31439	-1,5319e-002
31440	-2,2246e-002
31441	-1,6211e-002
31442	-1,6511e-002
31443	-2,1165e-002
31444	-1,2767e-002
31445	-2,2558e-002
31446	-1,1655e-002
31447	-1,6152e-002
31448	-1,1506e-002
31449	-1,9067e-002
31455	-9,8608e-003
31456	-9,1469e-003
31457	-9,1443e-003
31458	-1,3371e-002
31459	-1,0733e-002
31460	-9,0212e-003
31461	-1,6296e-002
31462	-1,0333e-002
31463	-1,3716e-002
31464	-1,005e-002
31465	-1,2432e-002
31466	-7,5236e-003
31467	-1,2915e-002
31468	-1,1878e-002
31469	-2,1493e-002
31470	-1,7889e-002
31471	-1,8249e-002
31472	-2,7954e-002
31473	-1,9888e-002
31474	-3,1257e-002
31475	-2,5025e-002
31476	-2,1978e-002
31477	-3,362e-002
31478	-2,5926e-002
31479	-3,9326e-002
31480	-2,7771e-002
31481	-4,0065e-002
31482	-3,8602e-002
31483	-3,778e-002
31484	-4,573e-002
31485	-3,525e-002
31486	-5,0821e-002
31487	-3,6823e-002
31488	-5,2788e-002
31489	-3,8919e-002
31490	-5,4835e-002
31491	-3,276e-002
31492	-5,9997e-002
31493	-4,1978e-002
31494	-4,1855e-002
31495	-6,3204e-002
