0	Time [s]	Pressure sensor 7 (NormX) [MPa]	Pressure sensor 7 (NormY) [MPa]	Pressure sensor 7 (NormZ) [MPa]	Pressure sensor 7 (ShearXY) [MPa]	Pressure sensor 7 (ShearYZ) [MPa]	Pressure sensor 7 (ShearXZ) [MPa]	Pressure sensor 7 (Equivalent (von-Mises)) [MPa]	Pressure sensor 7 (Maximum Principal) [MPa]	Pressure sensor 7 (Middle Principal) [MPa]	Pressure sensor 7 (Minimum Principal) [MPa]	Pressure sensor 7 (Intensity) [MPa] 
1	5,8333e-003	-6,579e-007	-6,5765e-007	-6,8399e-007	8,5442e-010	3,9075e-006	-6,8068e-007	6,87e-006	3,2954e-006	-6,576e-007	-4,6374e-006	7,9328e-006 
2	1,1667e-002	-1,3923e-006	-1,3916e-006	-1,4477e-006	1,7818e-009	8,3501e-006	-1,4551e-006	1,4681e-005	7,056e-006	-1,3917e-006	-9,8959e-006	1,6952e-005 
3	2,0417e-002	-2,4173e-006	-2,4156e-006	-2,5139e-006	3,0316e-009	1,4533e-005	-2,5246e-006	2,555e-005	1,2286e-005	-2,4162e-006	-1,7216e-005	2,9502e-005 
4	3,3542e-002	-3,9575e-006	-3,9537e-006	-4,1169e-006	4,7896e-009	2,3819e-005	-4,1273e-006	4,187e-005	2,0138e-005	-3,9558e-006	-2,821e-005	4,8347e-005 
5	5,3229e-002	-6,2587e-006	-6,2502e-006	-6,5135e-006	7,1275e-009	3,7683e-005	-6,5499e-006	6,6249e-005	3,1865e-005	-6,2561e-006	-4,4632e-005	7,6497e-005 
6	8,276e-002	-9,6743e-006	-9,6552e-006	-1,0075e-005	1,0032e-008	5,84e-005	-1,0135e-005	1,0266e-004	4,9406e-005	-9,6704e-006	-6,914e-005	1,1855e-004 
7	0,12706	-1,4797e-005	-1,4754e-005	-1,5424e-005	1,3056e-008	8,9556e-005	-1,5544e-005	1,5744e-004	7,5804e-005	-1,4792e-005	-1,0599e-004	1,8179e-004 
8	0,1935	-2,2297e-005	-2,2202e-005	-2,3274e-005	1,4391e-008	1,3528e-004	-2,3504e-005	2,3783e-004	1,1457e-004	-2,2289e-005	-1,6005e-004	2,7462e-004 
9	0,29317	-3,3647e-005	-3,3436e-005	-3,5198e-005	9,7708e-009	2,049e-004	-3,5692e-005	3,6024e-004	1,7366e-004	-3,3638e-005	-2,4231e-004	4,1597e-004 
10	0,44267	-4,9663e-005	-4,9203e-005	-5,2113e-005	-1,1661e-008	3,0421e-004	-5,2947e-005	5,3483e-004	2,5812e-004	-4,9654e-005	-3,5945e-004	6,1757e-004 
11	0,59217	-6,5718e-005	-6,4912e-005	-6,9174e-005	-4,997e-008	4,0418e-004	-7,037e-005	7,1061e-004	3,4322e-004	-6,5711e-005	-4,7732e-004	8,2054e-004 
12	0,75884	-8,3198e-005	-8,1901e-005	-8,7875e-005	-1,122e-007	5,1388e-004	-8,9636e-005	9,0353e-004	4,3676e-004	-8,3197e-005	-6,0654e-004	1,0433e-003 
13	0,92551	-1,004e-004	-9,8511e-005	-1,0641e-004	-1,9415e-007	6,2206e-004	-1,0863e-004	1,0938e-003	5,2903e-004	-1,0041e-004	-7,3394e-004	1,263e-003 
14	1,	-1,0812e-004	-1,0593e-004	-1,1476e-004	-2,3747e-007	6,7049e-004	-1,1714e-004	1,1789e-003	5,7032e-004	-1,0814e-004	-7,9099e-004	1,3613e-003 
