0	Time [s]	Pressure sensor 22 (NormX) [MPa]	Pressure sensor 22 (NormY) [MPa]	Pressure sensor 22 (NormZ) [MPa]	Pressure sensor 22 (ShearXY) [MPa]	Pressure sensor 22 (ShearYZ) [MPa]	Pressure sensor 22 (ShearXZ) [MPa]	Pressure sensor 22 (Equivalent (von-Mises)) [MPa]	Pressure sensor 22 (Maximum Principal) [MPa]	Pressure sensor 22 (Middle Principal) [MPa]	Pressure sensor 22 (Minimum Principal) [MPa]	Pressure sensor 22 (Intensity) [MPa] 
1	5,8333e-003	-6,6612e-006	-6,7141e-006	-6,8679e-006	2,97e-008	3,481e-005	-1,259e-005	6,4115e-005	3,0219e-005	-6,6483e-006	-4,3814e-005	7,4033e-005 
2	1,1667e-002	-1,4727e-005	-1,4826e-005	-1,5198e-005	5,9885e-008	7,6727e-005	-2,8318e-005	1,4166e-004	6,6761e-005	-1,47e-005	-9,6811e-005	1,6357e-004 
3	2,0417e-002	-2,5492e-005	-2,5626e-005	-2,6345e-005	9,0288e-008	1,3277e-004	-4,9582e-005	2,4547e-004	1,1572e-004	-2,5449e-005	-1,6773e-004	2,8345e-004 
4	3,3542e-002	-4,1956e-005	-4,2087e-005	-4,346e-005	1,1414e-007	2,1694e-004	-8,2304e-005	4,0189e-004	1,8923e-004	-4,1896e-005	-2,7483e-004	4,6406e-004 
5	5,3229e-002	-6,7034e-005	-6,7046e-005	-6,969e-005	9,8331e-008	3,4303e-004	-1,3268e-004	6,3704e-004	2,994e-004	-6,6969e-005	-4,362e-004	7,3559e-004 
6	8,276e-002	-1,0318e-004	-1,0277e-004	-1,0785e-004	-3,6744e-008	5,2933e-004	-2,0874e-004	9,8554e-004	4,6368e-004	-1,0315e-004	-6,7433e-004	1,138e-003 
7	0,11229	-1,3965e-004	-1,3851e-004	-1,4676e-004	-3,1416e-007	7,1525e-004	-2,8708e-004	1,3349e-003	6,2811e-004	-1,3971e-004	-9,1333e-004	1,5414e-003 
8	0,15659	-1,9011e-004	-1,8742e-004	-2,0151e-004	-9,7275e-007	9,8952e-004	-4,0254e-004	1,8503e-003	8,7397e-004	-1,904e-004	-1,2626e-003	2,1366e-003 
9	0,22303	-2,7113e-004	-2,6495e-004	-2,9106e-004	-2,5739e-006	1,4021e-003	-5,8195e-004	2,6295e-003	1,2406e-003	-2,7204e-004	-1,7957e-003	3,0363e-003 
10	0,3227	-3,8807e-004	-3,7431e-004	-4,2467e-004	-6,2624e-006	2,0127e-003	-8,5022e-004	3,7846e-003	1,7867e-003	-3,9048e-004	-2,5833e-003	4,3701e-003 
11	0,4722	-5,5822e-004	-5,2799e-004	-6,2854e-004	-1,4671e-005	2,9142e-003	-1,2547e-003	5,4963e-003	2,598e-003	-5,6415e-004	-3,7486e-003	6,3466e-003 
12	0,63887	-7,422e-004	-6,8662e-004	-8,6237e-004	-2,8054e-005	3,908e-003	-1,7052e-003	7,387e-003	3,4962e-003	-7,5388e-004	-5,0335e-003	8,5297e-003 
13	0,80554	-9,1408e-004	-8,262e-004	-1,0963e-003	-4,5517e-005	4,8875e-003	-2,1532e-003	9,2539e-003	4,3911e-003	-9,3338e-004	-6,2943e-003	1,0685e-002 
14	0,90277	-1,0137e-003	-9,0356e-004	-1,2381e-003	-5,7637e-005	5,459e-003	-2,4142e-003	1,0343e-002	4,9132e-003	-1,0383e-003	-7,0302e-003	1,1943e-002 
15	1,	-1,1105e-003	-9,7602e-004	-1,3812e-003	-7,11e-005	6,025e-003	-2,6748e-003	1,1424e-002	5,4323e-003	-1,1411e-003	-7,759e-003	1,3191e-002 
