0	Time [s]	Pressure sensor 27 (NormX) [MPa]	Pressure sensor 27 (NormY) [MPa]	Pressure sensor 27 (NormZ) [MPa]	Pressure sensor 27 (ShearXY) [MPa]	Pressure sensor 27 (ShearYZ) [MPa]	Pressure sensor 27 (ShearXZ) [MPa]	Pressure sensor 27 (Equivalent (von-Mises)) [MPa]	Pressure sensor 27 (Maximum Principal) [MPa]	Pressure sensor 27 (Middle Principal) [MPa]	Pressure sensor 27 (Minimum Principal) [MPa]	Pressure sensor 27 (Intensity) [MPa] 
1	1,6667e-002	-1,188e-004	-1,1873e-004	-1,2394e-004	7,4045e-008	-7,2287e-005	-3,3253e-005	1,3791e-004	-4,1702e-005	-1,1884e-004	-2,0093e-004	1,5922e-004 
2	3,3333e-002	-2,3676e-004	-2,3658e-004	-2,4705e-004	1,6593e-007	-1,4427e-004	-6,7542e-005	2,7611e-004	-8,2383e-005	-2,3685e-004	-4,0116e-004	3,1878e-004 
3	5,8333e-002	-4,1598e-004	-4,1559e-004	-4,3426e-004	3,5205e-007	-2,5349e-004	-1,1731e-004	4,8414e-004	-1,4535e-004	-4,1618e-004	-7,043e-004	5,5895e-004 
4	9,5833e-002	-6,8595e-004	-6,8506e-004	-7,1653e-004	7,2178e-007	-4,1704e-004	-1,9321e-004	7,9669e-004	-2,4071e-004	-6,8635e-004	-1,1605e-003	9,1979e-004 
5	0,15208	-1,0868e-003	-1,0848e-003	-1,1363e-003	1,4778e-006	-6,613e-004	-3,0614e-004	1,2632e-003	-3,8099e-004	-1,0876e-003	-1,8394e-003	1,4584e-003 
6	0,23646	-1,6916e-003	-1,6872e-003	-1,771e-003	3,0798e-006	-1,0291e-003	-4,7742e-004	1,9666e-003	-5,9307e-004	-1,6931e-003	-2,8635e-003	2,2705e-003 
7	0,36302	-2,6059e-003	-2,596e-003	-2,7338e-003	6,5509e-006	-1,5814e-003	-7,3454e-004	3,0231e-003	-9,1818e-004	-2,6091e-003	-4,4084e-003	3,4903e-003 
8	0,52969	-3,8022e-003	-3,782e-003	-3,9998e-003	1,3045e-005	-2,3085e-003	-1,0747e-003	4,4155e-003	-1,3389e-003	-3,8086e-003	-6,4366e-003	5,0977e-003 
9	0,69635	-5,0184e-003	-4,9839e-003	-5,2934e-003	2,1821e-005	-3,0407e-003	-1,4158e-003	5,8171e-003	-1,7754e-003	-5,0289e-003	-8,4913e-003	6,7159e-003 
10	0,86302	-6,2223e-003	-6,17e-003	-6,581e-003	3,2762e-005	-3,7687e-003	-1,7564e-003	7,2123e-003	-2,2043e-003	-6,238e-003	-1,0531e-002	8,3267e-003 
11	1,	-7,2151e-003	-7,1453e-003	-7,6479e-003	4,343e-005	-4,3675e-003	-2,0368e-003	8,3605e-003	-2,5601e-003	-7,2359e-003	-1,2212e-002	9,6523e-003 
