0	Time [s]	Pressure sensor 23 (NormX) [MPa]	Pressure sensor 23 (NormY) [MPa]	Pressure sensor 23 (NormZ) [MPa]	Pressure sensor 23 (ShearXY) [MPa]	Pressure sensor 23 (ShearYZ) [MPa]	Pressure sensor 23 (ShearXZ) [MPa]	Pressure sensor 23 (Equivalent (von-Mises)) [MPa]	Pressure sensor 23 (Maximum Principal) [MPa]	Pressure sensor 23 (Middle Principal) [MPa]	Pressure sensor 23 (Minimum Principal) [MPa]	Pressure sensor 23 (Intensity) [MPa] 
1	1,6667e-002	-1,1467e-004	-1,1458e-004	-1,1931e-004	-1,0045e-009	5,439e-005	-1,2921e-006	9,4348e-005	-6,2487e-005	-1,1467e-004	-1,714e-004	1,0891e-004 
2	3,3333e-002	-2,3147e-004	-2,3127e-004	-2,4086e-004	-2,3943e-009	1,1006e-004	-3,4238e-006	1,9095e-004	-1,2585e-004	-2,3147e-004	-3,4628e-004	2,2043e-004 
3	5,8333e-002	-4,0317e-004	-4,0274e-004	-4,1959e-004	-6,9803e-009	1,9128e-004	-4,1618e-006	3,318e-004	-2,1966e-004	-4,0317e-004	-6,0267e-004	3,8301e-004 
4	9,5833e-002	-6,6369e-004	-6,6281e-004	-6,9089e-004	-1,5453e-008	3,1563e-004	-7,5547e-006	5,4754e-004	-3,6082e-004	-6,6369e-004	-9,9288e-004	6,3206e-004 
5	0,15208	-1,0521e-003	-1,0503e-003	-1,0957e-003	-3,2582e-008	5,0094e-004	-1,2288e-005	8,6906e-004	-5,7141e-004	-1,0522e-003	-1,5746e-003	1,0032e-003 
6	0,23646	-1,639e-003	-1,6352e-003	-1,7078e-003	-6,9636e-008	7,8099e-004	-1,6616e-005	1,3549e-003	-8,8946e-004	-1,639e-003	-2,4535e-003	1,564e-003 
7	0,36302	-2,5179e-003	-2,5098e-003	-2,6258e-003	-1,6568e-007	1,2027e-003	-2,8613e-005	2,0868e-003	-1,3633e-003	-2,5179e-003	-3,7723e-003	2,409e-003 
8	0,52969	-3,6844e-003	-3,6682e-003	-3,8467e-003	-3,2664e-007	1,761e-003	-3,9631e-005	3,0557e-003	-1,9937e-003	-3,6844e-003	-5,5211e-003	3,5274e-003 
9	0,69635	-4,8455e-003	-4,8185e-003	-5,0648e-003	-5,7219e-007	2,3203e-003	-5,3202e-005	4,0267e-003	-2,6175e-003	-4,8455e-003	-7,2658e-003	4,6483e-003 
10	0,86302	-6,0081e-003	-5,9674e-003	-6,2872e-003	-8,5391e-007	2,8805e-003	-6,5028e-005	4,9996e-003	-3,2416e-003	-6,0081e-003	-9,013e-003	5,7714e-003 
11	1,	-6,9613e-003	-6,9073e-003	-7,2916e-003	-1,1637e-006	3,3416e-003	-7,6692e-005	5,8006e-003	-3,7514e-003	-6,9614e-003	-1,0447e-002	6,696e-003 
