0	Time [s]	Pressure sensor 9 (NormX) [MPa]	Pressure sensor 9 (NormY) [MPa]	Pressure sensor 9 (NormZ) [MPa]	Pressure sensor 9 (ShearXY) [MPa]	Pressure sensor 9 (ShearYZ) [MPa]	Pressure sensor 9 (ShearXZ) [MPa]	Pressure sensor 9 (Equivalent (von-Mises)) [MPa]	Pressure sensor 9 (Maximum Principal) [MPa]	Pressure sensor 9 (Middle Principal) [MPa]	Pressure sensor 9 (Minimum Principal) [MPa]	Pressure sensor 9 (Intensity) [MPa] 
1	1,6667e-002	-1,5816e-004	-1,5794e-004	-1,6499e-004	1,4834e-007	-8,9263e-006	-3,4244e-006	1,7959e-005	-1,5122e-004	-1,5823e-004	-1,7163e-004	2,0405e-005 
2	3,3333e-002	-3,231e-004	-3,2264e-004	-3,3706e-004	3,0208e-007	-1,846e-005	-7,7236e-006	3,7456e-005	-3,0848e-004	-3,2324e-004	-3,5107e-004	4,2588e-005 
3	5,8333e-002	-5,6318e-004	-5,6239e-004	-5,8751e-004	5,2921e-007	-3,1753e-005	-1,2992e-005	6,4375e-005	-5,3824e-004	-5,6343e-004	-6,114e-004	7,3162e-005 
4	9,5833e-002	-9,219e-004	-9,2061e-004	-9,6174e-004	8,7171e-007	-5,2524e-005	-2,0463e-005	1,0571e-004	-8,8089e-004	-9,2232e-004	-1,001e-003	1,2015e-004 
5	0,15208	-1,4644e-003	-1,4623e-003	-1,5277e-003	1,3916e-006	-8,4955e-005	-3,0019e-005	1,6883e-004	-1,3987e-003	-1,465e-003	-1,5906e-003	1,9192e-004 
6	0,23646	-2,2822e-003	-2,2789e-003	-2,3809e-003	2,1887e-006	-1,3191e-004	-4,8898e-005	2,6356e-004	-2,1796e-003	-2,2832e-003	-2,4792e-003	2,9963e-004 
7	0,36302	-3,5022e-003	-3,4971e-003	-3,6539e-003	3,4028e-006	-2,0451e-004	-7,3807e-005	4,07e-004	-3,3433e-003	-3,5038e-003	-3,8061e-003	4,6277e-004 
8	0,52969	-5,1205e-003	-5,1129e-003	-5,3426e-003	5,0582e-006	-2,9731e-004	-1,0917e-004	5,9334e-004	-4,8893e-003	-5,1229e-003	-5,5639e-003	6,746e-004 
9	0,69635	-6,7353e-003	-6,7251e-003	-7,0277e-003	6,7573e-006	-3,9347e-004	-1,4223e-004	7,8351e-004	-6,4294e-003	-6,7384e-003	-7,3203e-003	8,9091e-004 
10	0,86302	-8,3557e-003	-8,3428e-003	-8,7189e-003	8,5196e-006	-4,8672e-004	-1,77e-004	9,7042e-004	-7,9772e-003	-8,3596e-003	-9,0806e-003	1,1034e-003 
11	1,	-9,6897e-003	-9,6745e-003	-1,0111e-002	1,0004e-005	-5,6492e-004	-2,0505e-004	1,1262e-003	-9,2504e-003	-9,6944e-003	-1,0531e-002	1,2805e-003 
