Node Number	Normal Stress (MPa)
52775	-2,343e-003
52781	-1,937e-003
52787	-1,3828e-003
52788	-1,9895e-003
52789	-1,52e-003
52790	-1,9519e-003
52791	-2,3626e-003
52792	-1,5116e-003
52793	-2,5114e-003
52794	-1,7341e-003
52795	-1,4691e-003
52796	-2,9342e-003
52797	-2,2054e-003
52798	-2,2171e-003
52799	-1,227e-003
52800	-1,9802e-003
52801	-1,0115e-003
52802	-1,8706e-003
52803	-1,3786e-003
52804	-2,2871e-003
52805	-1,2101e-003
52806	-1,1759e-003
52807	-1,837e-003
52808	-9,6373e-004
52809	-1,6507e-003
52810	-2,3675e-003
52811	-1,3484e-003
52812	-1,366e-003
52813	-2,0325e-003
52814	-1,4187e-003
52815	-2,3253e-003
52816	-1,249e-003
52817	-1,8337e-003
52818	-1,2077e-003
52819	-1,281e-003
52820	-2,5045e-003
52821	-1,1268e-003
52822	-2,0439e-003
52823	-1,4281e-003
52824	-2,7318e-003
52825	-1,7488e-003
52826	-1,5599e-003
52827	-2,338e-003
52828	-1,138e-003
52829	-2,183e-003
52830	-1,4028e-003
52831	-1,5014e-003
52832	-2,1336e-003
52833	-1,4485e-003
52834	-2,1534e-003
52835	-1,4736e-003
52836	-2,1272e-003
52837	-1,5504e-003
52838	-2,0429e-003
52839	-1,2673e-003
52840	-1,3061e-003
52841	-1,9093e-003
52842	-1,4888e-003
52843	-2,0664e-003
52844	-1,2408e-003
52845	-2,0436e-003
52846	-1,2983e-003
52847	-1,2986e-003
52848	-2,2792e-003
52849	-1,3745e-003
52850	-2,6824e-003
52851	-1,6706e-003
52852	-1,3992e-003
52853	-1,742e-003
52854	-1,7139e-002
52860	-1,5767e-002
52861	-1,4704e-002
52862	-1,105e-002
52863	-1,6149e-002
52864	-1,1456e-002
52865	-1,0691e-002
52866	-2,0648e-002
52867	-1,3473e-002
52868	-1,3439e-002
52869	-1,9229e-002
52870	-1,4793e-002
52871	-1,5572e-002
52872	-2,3511e-002
52873	-1,5203e-002
52874	-2,4714e-002
52875	-1,7283e-002
52876	-2,0539e-002
52877	-2,7603e-002
52878	-2,2709e-002
52879	-2,2993e-002
52880	-3,7788e-002
52881	-2,6954e-002
52882	-2,4967e-002
52883	-3,9177e-002
52884	-2,0493e-002
52885	-4,536e-002
52886	-3,4288e-002
52887	-3,6079e-002
52888	-5,3211e-002
52889	-3,1669e-002
52890	-2,8438e-002
52891	-5,1513e-002
52892	-3,5711e-002
52893	-5,4487e-002
52894	-3,5956e-002
52895	-5,0338e-002
52896	-4,6791e-002
52897	-3,121e-002
52898	-3,4601e-002
52899	-3,93e-002
52900	-2,6946e-002
52901	-3,5303e-002
52902	-3,6246e-002
52903	-3,465e-002
52904	-4,3303e-002
52905	-2,0012e-002
52906	-3,8713e-002
52907	-2,7195e-002
52908	-4,015e-002
52909	-2,3783e-002
52910	-2,6284e-002
52911	-3,7395e-002
52912	-2,1853e-002
52913	-2,0607e-002
52914	-2,3317e-002
52915	-1,5426e-002
52916	-1,9926e-002
52917	-1,8331e-002
52918	-1,6569e-002
52919	-1,7932e-002
52920	-1,2576e-002
52921	-1,8817e-002
52922	-1,0981e-002
52923	-1,182e-002
52924	-1,2306e-002
52925	-8,2595e-003
52926	-1,0949e-002
52927	-7,4966e-003
52928	-8,8406e-003
52929	-6,5882e-003
52930	-8,6887e-003
52931	-5,3082e-003
52932	-7,4314e-003
52933	-5,8892e-003
52934	-4,6176e-003
52935	-5,7318e-003
52936	-4,1881e-003
52937	-5,762e-003
52938	-3,5743e-003
52939	-5,0549e-003
52940	-3,4211e-003
52941	-3,47e-003
52942	-4,4844e-003
52943	-2,9072e-003
52944	-3,9772e-003
52945	-2,6125e-003
52946	-2,3505e-003
52947	-3,2e-003
52948	-2,3013e-003
52949	-3,6135e-003
52950	-2,0923e-003
52951	-1,9702e-003
52952	-2,247e-003
52953	-1,4645e-003
52954	-1,4349e-003
52955	-1,9542e-003
52956	-1,0481e-003
52957	-1,4916e-003
52958	-8,734e-004
52959	-1,3134e-003
52960	-7,8437e-004
52961	-1,1225e-003
52962	-8,2404e-004
52963	-7,9993e-004
52964	-9,8174e-004
52965	-1,0312e-003
