0.000000000000000000e+00,1.666600000000000026e-02,4.166600000000000165e-02,7.916600000000000026e-02,1.354130000000000056e-01,2.197930000000000161e-01,3.463530000000000220e-01,5.130230000000000068e-01,6.796830000000000371e-01,8.463530000000000220e-01,9.833330000000000126e-01
2.332300000000000040e+00,4.669300000000000672e+00,8.089999999999999858e+00,1.308000000000000007e+01,2.040499999999999758e+01,3.120599999999999952e+01,4.685999999999999943e+01,6.634699999999999420e+01,8.546200000000000330e+01,1.039099999999999966e+02,1.190999999999999943e+02
1.320899999999999963e+00,2.592400000000000038e+00,4.417800000000000615e+00,6.994899999999999451e+00,1.064799999999999969e+01,1.582099999999999973e+01,2.301600000000000179e+01,3.096199999999999974e+01,3.864999999999999858e+01,4.558200000000000074e+01,5.137299999999999756e+01
1.226900000000000102e+00,2.411999999999999922e+00,4.113199999999999967e+00,6.510000000000000675e+00,9.901899999999999480e+00,1.465100000000000158e+01,2.122100000000000009e+01,2.827899999999999991e+01,3.501700000000000301e+01,4.092600000000000193e+01,4.581700000000000017e+01
1.272799999999999931e+00,2.575500000000000345e+00,4.507000000000000561e+00,7.371800000000000352e+00,1.164100000000000001e+01,1.801699999999999946e+01,2.744600000000000151e+01,3.922700000000000387e+01,5.109799999999999898e+01,6.275199999999999534e+01,7.240500000000000114e+01
8.260200000000000875e-01,1.689000000000000057e+00,2.979099999999999859e+00,4.923799999999999955e+00,7.865900000000000780e+00,1.232099999999999973e+01,1.902999999999999758e+01,2.770200000000000173e+01,3.650400000000000489e+01,4.531200000000000472e+01,5.259400000000000119e+01
3.275100000000000122e+00,6.573100000000000165e+00,1.149000000000000021e+01,1.874800000000000111e+01,2.945199999999999818e+01,4.589500000000000313e+01,6.991800000000000637e+01,1.003200000000000074e+02,1.313200000000000216e+02,1.618100000000000023e+02,1.883100000000000023e+02
1.414700000000000069e+00,3.089899999999999647e+00,5.918699999999999406e+00,1.077200000000000024e+01,1.880300000000000082e+01,3.337400000000000233e+01,5.723599999999999710e+01,9.279800000000000182e+01,1.334600000000000080e+02,1.782500000000000000e+02,2.179500000000000171e+02
4.698100000000000054e-01,9.349199999999999733e-01,1.737300000000000066e+00,3.124000000000000110e+00,5.477999999999999758e+00,1.016099999999999959e+01,1.841000000000000014e+01,3.067699999999999960e+01,4.710699999999999932e+01,6.695899999999998897e+01,8.603899999999998727e+01
1.134499999999999842e+00,2.201900000000000190e+00,3.734500000000000153e+00,5.887900000000000134e+00,8.919000000000000483e+00,1.319500000000000028e+01,1.924299999999999855e+01,2.533399999999999963e+01,3.183800000000000097e+01,3.800699999999999790e+01,4.369600000000000506e+01
1.268000000000000016e+00,2.563199999999999701e+00,4.475800000000000445e+00,7.315900000000000070e+00,1.154599999999999937e+01,1.780400000000000205e+01,2.711099999999999710e+01,3.861500000000000199e+01,5.021900000000000119e+01,6.162099999999999511e+01,7.109600000000000364e+01
2.059900000000000020e+01,4.202499999999999858e+01,7.464400000000000546e+01,1.236599999999999966e+02,1.979499999999999886e+02,3.140699999999999932e+02,4.901099999999999568e+02,7.267699999999999818e+02,9.717200000000000273e+02,1.218700000000000045e+03,1.432899999999999864e+03
5.842000000000000171e+01,1.261000000000000085e+02,2.332599999999999909e+02,4.064399999999999977e+02,6.833999999999999773e+02,1.136299999999999955e+03,1.849000000000000000e+03,2.872200000000000273e+03,3.935599999999999909e+03,5.043800000000000182e+03,5.960899999999999636e+03
1.868599999999999994e+01,4.169699999999999562e+01,7.930899999999999750e+01,1.426999999999999886e+02,2.485300000000000011e+02,4.289399999999999977e+02,7.261000000000000227e+02,1.174700000000000045e+03,1.659899999999999864e+03,2.189899999999999636e+03,2.636500000000000000e+03
1.468800000000000106e+00,3.134399999999999853e+00,5.835799999999999876e+00,1.033600000000000030e+01,1.777599999999999980e+01,3.046600000000000108e+01,5.197599999999999909e+01,8.232499999999998863e+01,1.176599999999999966e+02,1.574500000000000171e+02,1.932899999999999920e+02
2.197000000000000064e+00,4.424900000000000055e+00,7.707099999999999618e+00,1.258300000000000018e+01,1.983399999999999963e+01,3.053499999999999659e+01,4.655899999999999750e+01,6.612300000000000466e+01,8.613600000000000989e+01,1.059699999999999989e+02,1.227400000000000091e+02
2.648000000000000114e+02,5.320599999999999454e+02,9.270399999999999636e+02,1.506200000000000045e+03,2.369200000000000273e+03,3.651400000000000091e+03,5.549000000000000000e+03,8.013899999999998727e+03,1.045200000000000000e+04,1.284700000000000000e+04,1.481900000000000000e+04
4.348399999999999750e+02,8.978499999999999091e+02,1.590000000000000000e+03,2.631099999999999909e+03,4.211099999999999454e+03,6.592800000000000182e+03,1.014200000000000000e+04,1.481700000000000000e+04,1.943000000000000000e+04,2.401000000000000000e+04,2.769100000000000000e+04
