0.000000000000000000e+00,5.833700000000000691e-03,1.458370000000000152e-02,2.770870000000000277e-02,4.739569999999999894e-02,7.692670000000000063e-02,1.212267000000000067e-01,1.655167000000000166e-01,2.098167000000000226e-01,2.762667000000000317e-01,3.759267000000000025e-01,5.254366999999999788e-01,6.920967000000000091e-01,8.587666999999999939e-01,9.941666999999999588e-01
8.383600000000001051e-01,1.804499999999999993e+00,3.171899999999999942e+00,5.090700000000000003e+00,8.086300000000001376e+00,1.235599999999999987e+01,1.847199999999999775e+01,2.450300000000000011e+01,3.013599999999999923e+01,3.909100000000000108e+01,5.131900000000000261e+01,6.927899999999999636e+01,8.890000000000000568e+01,1.085300000000000011e+02,1.245900000000000034e+02
-2.526400000000000201e+00,-5.426300000000000345e+00,-9.356700000000000017e+00,-1.541099999999999781e+01,-2.438200000000000145e+01,-3.806599999999999540e+01,-5.909899999999999665e+01,-8.067499999999999716e+01,-1.023400000000000034e+02,-1.339399999999999977e+02,-1.829300000000000068e+02,-2.557099999999999795e+02,-3.360300000000000296e+02,-4.168199999999999932e+02,-4.811899999999999977e+02
4.216800000000000104e+00,9.230100000000000193e+00,1.644200000000000017e+01,2.735099999999999909e+01,4.390099999999999625e+01,6.928800000000001091e+01,1.069699999999999989e+02,1.443100000000000023e+02,1.822399999999999807e+02,2.416700000000000159e+02,3.266899999999999977e+02,4.593799999999999955e+02,6.031100000000000136e+02,7.466100000000000136e+02,8.599700000000000273e+02
6.940199999999999703e-01,2.046100000000000030e+00,4.661100000000000243e+00,9.454699999999998994e+00,1.745599999999999952e+01,3.283999999999999631e+01,5.919200000000000017e+01,8.637000000000000455e+01,1.197800000000000011e+02,1.731599999999999966e+02,2.557200000000000273e+02,3.971600000000000250e+02,5.571200000000000045e+02,7.294400000000000546e+02,8.604799999999999045e+02
-1.475499999999999867e-01,-3.020100000000000007e-01,-3.807300000000000129e-01,-4.200800000000000090e-01,-5.119000000000000217e-01,-3.711800000000000516e-02,3.475799999999999723e-02,7.602900000000000214e-01,1.831199999999999939e+00,4.211800000000000210e+00,8.252499999999999503e+00,1.673000000000000043e+01,2.712199999999999989e+01,4.030799999999999983e+01,4.709200000000000585e+01
-1.001800000000000024e+00,-2.196499999999999897e+00,-3.794899999999999718e+00,-6.452300000000000146e+00,-1.023899999999999899e+01,-1.620800000000000196e+01,-2.589999999999999858e+01,-3.578000000000000114e+01,-4.587800000000000011e+01,-6.033400000000000318e+01,-8.332500000000000284e+01,-1.177700000000000102e+02,-1.553899999999999864e+02,-1.920600000000000023e+02,-2.209000000000000057e+02
1.963299999999999912e+01,4.115800000000000125e+01,7.072100000000000364e+01,1.135199999999999960e+02,1.768600000000000136e+02,2.700099999999999909e+02,3.997400000000000091e+02,5.340000000000000000e+02,6.597699999999999818e+02,8.556800000000000637e+02,1.141099999999999909e+03,1.568299999999999955e+03,2.043000000000000000e+03,2.518000000000000000e+03,2.902399999999999636e+03
1.311800000000000068e+02,2.816599999999999682e+02,4.887500000000000568e+02,8.009300000000000637e+02,1.266500000000000000e+03,1.967399999999999864e+03,3.010900000000000091e+03,4.064299999999999727e+03,5.102100000000000364e+03,6.678000000000000000e+03,9.015100000000000364e+03,1.253900000000000000e+04,1.642500000000000000e+04,2.033400000000000000e+04,2.349000000000000000e+04
8.618000000000000682e+01,1.906099999999999852e+02,3.382799999999999727e+02,5.711699999999999591e+02,9.245499999999999545e+02,1.484099999999999909e+03,2.362500000000000000e+03,3.237099999999999909e+03,4.163799999999999272e+03,5.558000000000000000e+03,7.684200000000000728e+03,1.096600000000000000e+04,1.464000000000000000e+04,1.840600000000000000e+04,2.144200000000000000e+04
