0.000000000000000000e+00,5.833700000000000691e-03,1.458370000000000152e-02,2.770870000000000277e-02,4.739569999999999894e-02,7.692670000000000063e-02,1.212267000000000067e-01,1.876667000000000196e-01,2.873367000000000004e-01,4.368367000000000222e-01,6.035066999999999515e-01,7.701766999999999364e-01,9.368366999999999667e-01,9.941666999999999588e-01
7.652299999999999436e+00,1.608299999999999841e+01,2.798600000000000065e+01,4.596400000000000574e+01,7.271399999999999864e+01,1.122800000000000011e+02,1.711200000000000045e+02,2.583400000000000318e+02,3.867500000000000000e+02,5.766100000000000136e+02,7.843499999999999091e+02,9.870300000000000864e+02,1.184500000000000000e+03,1.238399999999999864e+03
3.094500000000000384e+01,6.534699999999999420e+01,1.144000000000000057e+02,1.886299999999999955e+02,2.999599999999999795e+02,4.665600000000000023e+02,7.164499999999999318e+02,1.091299999999999955e+03,1.656799999999999955e+03,2.513000000000000000e+03,3.465400000000000091e+03,4.419199999999999818e+03,5.365500000000000000e+03,5.593000000000000000e+03
2.512199999999999989e+01,5.352499999999999858e+01,9.511700000000000443e+01,1.602100000000000080e+02,2.597000000000000455e+02,4.151700000000000159e+02,6.546800000000000637e+02,1.017799999999999955e+03,1.582800000000000182e+03,2.457599999999999909e+03,3.452300000000000182e+03,4.458400000000000546e+03,5.466199999999999818e+03,5.882600000000000364e+03
2.192800000000000082e+00,4.659200000000000230e+00,8.311999999999999389e+00,1.405699999999999861e+01,2.277899999999999991e+01,3.678999999999999915e+01,5.855400000000000205e+01,9.131600000000000250e+01,1.424699999999999989e+02,2.217300000000000182e+02,3.145800000000000409e+02,4.062700000000000387e+02,5.038899999999999864e+02,6.778399999999999181e+02
5.381000000000000227e-01,1.095199999999999951e+00,1.897800000000000153e+00,3.081700000000000106e+00,4.821900000000000297e+00,7.453500000000000014e+00,1.136500000000000021e+01,1.716199999999999903e+01,2.563100000000000023e+01,3.784199999999999875e+01,5.112400000000000233e+01,6.398599999999999000e+01,7.723899999999999011e+01,1.124200000000000017e+02
4.177199999999999847e+01,8.631400000000000716e+01,1.496500000000000057e+02,2.453499999999999659e+02,3.881000000000000227e+02,6.008999999999999773e+02,9.202099999999999227e+02,1.400400000000000091e+03,2.119400000000000091e+03,3.197900000000000091e+03,4.399500000000000000e+03,5.601000000000000000e+03,6.800500000000000000e+03,7.195000000000000000e+03
4.866100000000000136e+01,1.046400000000000006e+02,1.805200000000000102e+02,2.972200000000000273e+02,4.736000000000000227e+02,7.380400000000000773e+02,1.135200000000000045e+03,1.719799999999999955e+03,2.598500000000000000e+03,3.939699999999999818e+03,5.387099999999999454e+03,6.985400000000000546e+03,8.604700000000000728e+03,9.139600000000000364e+03
2.826699999999999946e+01,5.928799999999999670e+01,1.044899999999999949e+02,1.740400000000000205e+02,2.800300000000000296e+02,4.423399999999999750e+02,6.896600000000000819e+02,1.063399999999999864e+03,1.635900000000000091e+03,2.504099999999999909e+03,3.485199999999999818e+03,4.474299999999999272e+03,5.486600000000000364e+03,5.843500000000000000e+03
1.804100000000000037e+00,3.740000000000000213e+00,6.665700000000000180e+00,1.125999999999999979e+01,1.832600000000000051e+01,2.972500000000000142e+01,4.743900000000000006e+01,7.398099999999999454e+01,1.149599999999999937e+02,1.770399999999999920e+02,2.489400000000000261e+02,3.204399999999999977e+02,3.973700000000000045e+02,5.296899999999999409e+02
5.056399999999999784e-01,9.985000000000000542e-01,1.723200000000000065e+00,2.777299999999999880e+00,4.337100000000000399e+00,6.689200000000000479e+00,1.017500000000000071e+01,1.534499999999999886e+01,2.274899999999999878e+01,3.308699999999999619e+01,4.412299999999999756e+01,5.475900000000000034e+01,6.558099999999998886e+01,9.215100000000001046e+01
4.013700000000000045e+01,8.387099999999999511e+01,1.460500000000000114e+02,2.408000000000000114e+02,3.821499999999999773e+02,5.965000000000000000e+02,9.175199999999999818e+02,1.422899999999999864e+03,2.220199999999999818e+03,3.466400000000000091e+03,4.910699999999999818e+03,6.419800000000000182e+03,7.964600000000000364e+03,8.495100000000000364e+03
